lineup_type,lambda,selfish_agent,game_idx,seed,turn_order,agent,expected_production,final_vp,total_resources_in_hand,prod_gini_game
CONVEX,0.222222,GREEDY,25,26,0,CONVEX,0.611111,8,21,0.114943
CONVEX,0.222222,GREEDY,25,26,1,R,0.638889,10,8,0.114943
CONVEX,0.222222,GREEDY,25,26,2,GREEDY,0.361111,5,9,0.114943
CONVEX,0.222222,GREEDY,26,27,0,CONVEX,0.666667,2,9,0.130952
CONVEX,0.222222,GREEDY,26,27,1,R,0.361111,11,3,0.130952
CONVEX,0.222222,GREEDY,26,27,2,GREEDY,0.527778,2,13,0.130952
CONVEX,0.222222,GREEDY,27,28,0,CONVEX,0.583333,7,14,0.122222
CONVEX,0.222222,GREEDY,27,28,1,R,0.694444,3,13,0.122222
CONVEX,0.222222,GREEDY,27,28,2,GREEDY,0.388889,10,5,0.122222
CONVEX,0.222222,GREEDY,28,29,0,CONVEX,0.666667,4,22,0.235294
CONVEX,0.222222,GREEDY,28,29,1,R,0.583333,10,10,0.235294
CONVEX,0.222222,GREEDY,28,29,2,GREEDY,0.166667,3,5,0.235294
CONVEX,0.222222,GREEDY,29,30,0,CONVEX,0.611111,10,26,0.043716
CONVEX,0.222222,GREEDY,29,30,1,R,0.5,7,10,0.043716
CONVEX,0.222222,GREEDY,29,30,2,GREEDY,0.583333,5,20,0.043716
CONVEX,0.222222,GREEDY,30,31,0,CONVEX,0.666667,6,11,0.092308
CONVEX,0.222222,GREEDY,30,31,1,R,0.444444,2,6,0.092308
CONVEX,0.222222,GREEDY,30,31,2,GREEDY,0.694444,10,17,0.092308
CONVEX,0.222222,GREEDY,31,32,0,CONVEX,0.666667,2,4,0.074074
CONVEX,0.222222,GREEDY,31,32,1,R,0.611111,4,12,0.074074
CONVEX,0.222222,GREEDY,31,32,2,GREEDY,0.472222,10,1,0.074074
CONVEX,0.222222,GREEDY,32,33,0,CONVEX,0.638889,10,2,0.325926
CONVEX,0.222222,GREEDY,32,33,1,R,0.583333,4,3,0.325926
CONVEX,0.222222,GREEDY,32,33,2,GREEDY,0.027778,2,4,0.325926
CONVEX,0.222222,GREEDY,33,34,0,CONVEX,0.666667,9,28,0.088889
CONVEX,0.222222,GREEDY,33,34,1,R,0.444444,10,7,0.088889
CONVEX,0.222222,GREEDY,33,34,2,GREEDY,0.555556,2,9,0.088889
CONVEX,0.222222,GREEDY,34,35,0,CONVEX,0.638889,4,7,0.126437
CONVEX,0.222222,GREEDY,34,35,1,R,0.333333,10,6,0.126437
CONVEX,0.222222,GREEDY,34,35,2,GREEDY,0.638889,4,9,0.126437
CONVEX,0.222222,GREEDY,35,36,0,CONVEX,0.416667,10,6,0.08046
CONVEX,0.222222,GREEDY,35,36,1,R,0.583333,2,14,0.08046
CONVEX,0.222222,GREEDY,35,36,2,GREEDY,0.611111,4,17,0.08046
CONVEX,0.222222,GREEDY,36,37,0,CONVEX,0.722222,4,10,0.16129
CONVEX,0.222222,GREEDY,36,37,1,R,0.694444,4,7,0.16129
CONVEX,0.222222,GREEDY,36,37,2,GREEDY,0.305556,11,6,0.16129
CONVEX,0.222222,GREEDY,37,38,0,CONVEX,0.722222,4,10,0.271605
CONVEX,0.222222,GREEDY,37,38,1,R,0.111111,7,5,0.271605
CONVEX,0.222222,GREEDY,37,38,2,GREEDY,0.666667,4,8,0.271605
CONVEX,0.222222,GREEDY,38,39,0,CONVEX,0.611111,10,14,0.248366
CONVEX,0.222222,GREEDY,38,39,1,R,0.138889,2,2,0.248366
CONVEX,0.222222,GREEDY,38,39,2,GREEDY,0.666667,3,18,0.248366
CONVEX,0.222222,GREEDY,39,40,0,CONVEX,0.305556,10,3,0.135802
CONVEX,0.222222,GREEDY,39,40,1,R,0.583333,4,12,0.135802
CONVEX,0.222222,GREEDY,39,40,2,GREEDY,0.611111,2,13,0.135802
CONVEX,0.222222,GREEDY,40,41,0,CONVEX,0.527778,10,4,0.060606
CONVEX,0.222222,GREEDY,40,41,1,R,0.694444,4,23,0.060606
CONVEX,0.222222,GREEDY,40,41,2,GREEDY,0.611111,2,10,0.060606
CONVEX,0.222222,GREEDY,41,42,0,CONVEX,0.75,10,2,0.180791
CONVEX,0.222222,GREEDY,41,42,1,R,0.583333,5,9,0.180791
CONVEX,0.222222,GREEDY,41,42,2,GREEDY,0.305556,6,4,0.180791
CONVEX,0.222222,GREEDY,42,43,0,CONVEX,0.555556,6,19,0.163934
CONVEX,0.222222,GREEDY,42,43,1,R,0.361111,8,2,0.163934
CONVEX,0.222222,GREEDY,42,43,2,GREEDY,0.777778,10,26,0.163934
CONVEX,0.222222,GREEDY,43,44,0,CONVEX,0.416667,10,2,0.131148
CONVEX,0.222222,GREEDY,43,44,1,R,0.527778,2,5,0.131148
CONVEX,0.222222,GREEDY,43,44,2,GREEDY,0.75,2,4,0.131148
CONVEX,0.222222,GREEDY,44,45,0,CONVEX,0.333333,2,3,0.158192
CONVEX,0.222222,GREEDY,44,45,1,R,0.722222,6,26,0.158192
CONVEX,0.222222,GREEDY,44,45,2,GREEDY,0.583333,10,13,0.158192
CONVEX,0.222222,GREEDY,45,46,0,CONVEX,0.611111,10,7,0.222222
CONVEX,0.222222,GREEDY,45,46,1,R,0.194444,2,5,0.222222
CONVEX,0.222222,GREEDY,45,46,2,GREEDY,0.694444,5,23,0.222222
CONVEX,0.222222,GREEDY,46,47,0,CONVEX,0.222222,10,2,0.218182
CONVEX,0.222222,GREEDY,46,47,1,R,0.583333,6,19,0.218182
CONVEX,0.222222,GREEDY,46,47,2,GREEDY,0.722222,2,8,0.218182
CONVEX,0.222222,GREEDY,47,48,0,CONVEX,0.694444,4,15,0.197531
CONVEX,0.222222,GREEDY,47,48,1,R,0.25,10,4,0.197531
CONVEX,0.222222,GREEDY,47,48,2,GREEDY,0.555556,3,10,0.197531
CONVEX,0.222222,GREEDY,48,49,0,CONVEX,0.666667,7,21,0.16092
CONVEX,0.222222,GREEDY,48,49,1,R,0.277778,10,1,0.16092
CONVEX,0.222222,GREEDY,48,49,2,GREEDY,0.666667,9,40,0.16092
CONVEX,0.222222,GREEDY,49,50,0,CONVEX,0.5,10,2,0.063492
CONVEX,0.222222,GREEDY,49,50,1,R,0.666667,2,5,0.063492
CONVEX,0.222222,GREEDY,49,50,2,GREEDY,0.583333,4,10,0.063492
CONVEX,0.222222,GREEDY,50,51,0,CONVEX,0.694444,10,11,0.290909
CONVEX,0.222222,GREEDY,50,51,1,R,0.75,4,20,0.290909
CONVEX,0.222222,GREEDY,50,51,2,GREEDY,0.083333,2,2,0.290909
CONVEX,0.222222,GREEDY,51,52,0,CONVEX,0.277778,10,1,0.190476
CONVEX,0.222222,GREEDY,51,52,1,R,0.555556,2,7,0.190476
CONVEX,0.222222,GREEDY,51,52,2,GREEDY,0.722222,2,7,0.190476
CONVEX,0.222222,GREEDY,52,53,0,CONVEX,0.666667,10,24,0.175439
CONVEX,0.222222,GREEDY,52,53,1,R,0.666667,4,12,0.175439
CONVEX,0.222222,GREEDY,52,53,2,GREEDY,0.25,2,5,0.175439
CONVEX,0.222222,GREEDY,53,54,0,CONVEX,0.694444,10,5,0.129032
CONVEX,0.222222,GREEDY,53,54,1,R,0.361111,2,6,0.129032
CONVEX,0.222222,GREEDY,53,54,2,GREEDY,0.666667,4,13,0.129032
CONVEX,0.222222,GREEDY,54,55,0,CONVEX,0.638889,2,14,0.148148
CONVEX,0.222222,GREEDY,54,55,1,R,0.75,3,24,0.148148
CONVEX,0.222222,GREEDY,54,55,2,GREEDY,0.361111,10,2,0.148148
CONVEX,0.222222,GREEDY,55,56,0,CONVEX,0.694444,2,8,0.137931
CONVEX,0.222222,GREEDY,55,56,1,R,0.555556,2,7,0.137931
CONVEX,0.222222,GREEDY,55,56,2,GREEDY,0.361111,11,3,0.137931
CONVEX,0.222222,GREEDY,56,57,0,CONVEX,0.666667,4,11,0.069652
CONVEX,0.222222,GREEDY,56,57,1,R,0.5,4,6,0.069652
CONVEX,0.222222,GREEDY,56,57,2,GREEDY,0.694444,10,12,0.069652
CONVEX,0.222222,GREEDY,57,58,0,CONVEX,0.638889,7,32,0.213333
CONVEX,0.222222,GREEDY,57,58,1,R,0.555556,4,19,0.213333
CONVEX,0.222222,GREEDY,57,58,2,GREEDY,0.194444,10,3,0.213333
CONVEX,0.222222,GREEDY,58,59,0,CONVEX,0.555556,4,20,0.128655
CONVEX,0.222222,GREEDY,58,59,1,R,0.666667,10,15,0.128655
CONVEX,0.222222,GREEDY,58,59,2,GREEDY,0.361111,5,3,0.128655
CONVEX,0.222222,GREEDY,59,60,0,CONVEX,0.111111,2,6,0.289308
CONVEX,0.222222,GREEDY,59,60,1,R,0.75,10,21,0.289308
CONVEX,0.222222,GREEDY,59,60,2,GREEDY,0.611111,2,15,0.289308
CONVEX,0.222222,GREEDY,60,61,0,CONVEX,0.305556,3,3,0.142857
CONVEX,0.222222,GREEDY,60,61,1,R,0.611111,10,15,0.142857
CONVEX,0.222222,GREEDY,60,61,2,GREEDY,0.638889,4,13,0.142857
CONVEX,0.222222,GREEDY,61,62,0,CONVEX,0.638889,6,16,0.077778
CONVEX,0.222222,GREEDY,61,62,1,R,0.583333,10,17,0.077778
CONVEX,0.222222,GREEDY,61,62,2,GREEDY,0.444444,5,4,0.077778
CONVEX,0.222222,GREEDY,62,63,0,CONVEX,0.416667,7,16,0.11828
CONVEX,0.222222,GREEDY,62,63,1,R,0.722222,10,21,0.11828
CONVEX,0.222222,GREEDY,62,63,2,GREEDY,0.583333,4,8,0.11828
CONVEX,0.222222,GREEDY,63,64,0,CONVEX,0.388889,10,8,0.114943
CONVEX,0.222222,GREEDY,63,64,1,R,0.555556,2,6,0.114943
CONVEX,0.222222,GREEDY,63,64,2,GREEDY,0.666667,2,7,0.114943
CONVEX,0.222222,GREEDY,64,65,0,CONVEX,0.5,6,4,0.080808
CONVEX,0.222222,GREEDY,64,65,1,R,0.722222,10,7,0.080808
CONVEX,0.222222,GREEDY,64,65,2,GREEDY,0.611111,4,7,0.080808
CONVEX,0.222222,GREEDY,65,66,0,CONVEX,0.638889,6,16,0.019324
CONVEX,0.222222,GREEDY,65,66,1,R,0.611111,10,0,0.019324
CONVEX,0.222222,GREEDY,65,66,2,GREEDY,0.666667,4,14,0.019324
CONVEX,0.222222,GREEDY,66,67,0,CONVEX,0.555556,10,5,0.086022
CONVEX,0.222222,GREEDY,66,67,1,R,0.694444,6,28,0.086022
CONVEX,0.222222,GREEDY,66,67,2,GREEDY,0.472222,5,5,0.086022
CONVEX,0.222222,GREEDY,67,68,0,CONVEX,0.694444,4,16,0.202381
CONVEX,0.222222,GREEDY,67,68,1,R,0.222222,10,7,0.202381
CONVEX,0.222222,GREEDY,67,68,2,GREEDY,0.638889,7,13,0.202381
CONVEX,0.222222,GREEDY,68,69,0,CONVEX,0.666667,10,13,0.181818
CONVEX,0.222222,GREEDY,68,69,1,R,0.611111,4,26,0.181818
CONVEX,0.222222,GREEDY,68,69,2,GREEDY,0.25,4,6,0.181818
CONVEX,0.222222,GREEDY,69,70,0,CONVEX,0.638889,10,11,0.202381
CONVEX,0.222222,GREEDY,69,70,1,R,0.222222,7,5,0.202381
CONVEX,0.222222,GREEDY,69,70,2,GREEDY,0.694444,6,26,0.202381
CONVEX,0.222222,GREEDY,70,71,0,CONVEX,0.277778,10,6,0.195402
CONVEX,0.222222,GREEDY,70,71,1,R,0.583333,2,9,0.195402
CONVEX,0.222222,GREEDY,70,71,2,GREEDY,0.75,4,25,0.195402
CONVEX,0.222222,GREEDY,71,72,0,CONVEX,0.583333,10,14,0.149425
CONVEX,0.222222,GREEDY,71,72,1,R,0.694444,4,17,0.149425
CONVEX,0.222222,GREEDY,71,72,2,GREEDY,0.333333,4,2,0.149425
CONVEX,0.222222,GREEDY,72,73,0,CONVEX,0.444444,6,5,0.131148
CONVEX,0.222222,GREEDY,72,73,1,R,0.472222,2,5,0.131148
CONVEX,0.222222,GREEDY,72,73,2,GREEDY,0.777778,10,5,0.131148
CONVEX,0.222222,GREEDY,73,74,0,CONVEX,0.722222,4,9,0.129032
CONVEX,0.222222,GREEDY,73,74,1,R,0.611111,2,9,0.129032
CONVEX,0.222222,GREEDY,73,74,2,GREEDY,0.388889,10,3,0.129032
CONVEX,0.222222,GREEDY,74,75,0,CONVEX,0.388889,10,3,0.137566
CONVEX,0.222222,GREEDY,74,75,1,R,0.75,5,7,0.137566
CONVEX,0.222222,GREEDY,74,75,2,GREEDY,0.611111,7,5,0.137566
CONVEX,0.222222,GREEDY,75,76,0,CONVEX,0.194444,4,5,0.214286
CONVEX,0.222222,GREEDY,75,76,1,R,0.694444,6,26,0.214286
CONVEX,0.222222,GREEDY,75,76,2,GREEDY,0.666667,2,10,0.214286
CONVEX,0.222222,GREEDY,76,77,0,CONVEX,0.388889,3,5,0.101695
CONVEX,0.222222,GREEDY,76,77,1,R,0.638889,5,12,0.101695
CONVEX,0.222222,GREEDY,76,77,2,GREEDY,0.611111,10,14,0.101695
CONVEX,0.222222,GREEDY,77,78,0,CONVEX,0.666667,5,30,0.293333
CONVEX,0.222222,GREEDY,77,78,1,R,0.666667,3,27,0.293333
CONVEX,0.222222,GREEDY,77,78,2,GREEDY,0.055556,10,4,0.293333
CONVEX,0.222222,GREEDY,78,79,0,CONVEX,0.666667,4,10,0.129353
CONVEX,0.222222,GREEDY,78,79,1,R,0.416667,2,5,0.129353
CONVEX,0.222222,GREEDY,78,79,2,GREEDY,0.777778,10,20,0.129353
CONVEX,0.222222,GREEDY,79,80,0,CONVEX,0.388889,6,4,0.131148
CONVEX,0.222222,GREEDY,79,80,1,R,0.722222,4,22,0.131148
CONVEX,0.222222,GREEDY,79,80,2,GREEDY,0.583333,10,17,0.131148
CONVEX,0.222222,GREEDY,80,81,0,CONVEX,0.638889,3,18,0.154762
CONVEX,0.222222,GREEDY,80,81,1,R,0.277778,4,5,0.154762
CONVEX,0.222222,GREEDY,80,81,2,GREEDY,0.638889,10,22,0.154762
CONVEX,0.222222,GREEDY,81,82,0,CONVEX,0.583333,10,10,0.135593
CONVEX,0.222222,GREEDY,81,82,1,R,0.361111,9,5,0.135593
CONVEX,0.222222,GREEDY,81,82,2,GREEDY,0.694444,4,9,0.135593
CONVEX,0.222222,GREEDY,82,83,0,CONVEX,0.25,9,2,0.176101
CONVEX,0.222222,GREEDY,82,83,1,R,0.638889,10,26,0.176101
CONVEX,0.222222,GREEDY,82,83,2,GREEDY,0.583333,4,13,0.176101
CONVEX,0.222222,GREEDY,83,84,0,CONVEX,0.638889,4,15,0.112994
CONVEX,0.222222,GREEDY,83,84,1,R,0.361111,10,3,0.112994
CONVEX,0.222222,GREEDY,83,84,2,GREEDY,0.638889,3,14,0.112994
CONVEX,0.222222,GREEDY,84,85,0,CONVEX,0.666667,10,5,0.209877
CONVEX,0.222222,GREEDY,84,85,1,R,0.638889,9,17,0.209877
CONVEX,0.222222,GREEDY,84,85,2,GREEDY,0.194444,3,2,0.209877
CONVEX,0.222222,GREEDY,85,86,0,CONVEX,0.583333,10,10,0.235294
CONVEX,0.222222,GREEDY,85,86,1,R,0.166667,3,0,0.235294
CONVEX,0.222222,GREEDY,85,86,2,GREEDY,0.666667,2,11,0.235294
CONVEX,0.222222,GREEDY,86,87,0,CONVEX,0.527778,4,13,0.126984
CONVEX,0.222222,GREEDY,86,87,1,R,0.777778,4,14,0.126984
CONVEX,0.222222,GREEDY,86,87,2,GREEDY,0.444444,10,4,0.126984
CONVEX,0.222222,GREEDY,87,88,0,CONVEX,0.166667,8,3,0.24359
CONVEX,0.222222,GREEDY,87,88,1,R,0.583333,10,9,0.24359
CONVEX,0.222222,GREEDY,87,88,2,GREEDY,0.694444,4,17,0.24359
CONVEX,0.222222,GREEDY,88,89,0,CONVEX,0.638889,10,19,0.290909
CONVEX,0.222222,GREEDY,88,89,1,R,0.111111,5,7,0.290909
CONVEX,0.222222,GREEDY,88,89,2,GREEDY,0.777778,4,19,0.290909
CONVEX,0.222222,GREEDY,89,90,0,CONVEX,0.611111,4,14,0.285714
CONVEX,0.222222,GREEDY,89,90,1,R,0.805556,4,13,0.285714
CONVEX,0.222222,GREEDY,89,90,2,GREEDY,0.138889,10,4,0.285714
CONVEX,0.222222,GREEDY,90,91,0,CONVEX,0.611111,3,20,0.238095
CONVEX,0.222222,GREEDY,90,91,1,R,0.75,10,22,0.238095
CONVEX,0.222222,GREEDY,90,91,2,GREEDY,0.194444,3,3,0.238095
CONVEX,0.222222,GREEDY,91,92,0,CONVEX,0.472222,2,9,0.063492
CONVEX,0.222222,GREEDY,91,92,1,R,0.638889,3,5,0.063492
CONVEX,0.222222,GREEDY,91,92,2,GREEDY,0.638889,10,26,0.063492
CONVEX,0.222222,GREEDY,92,93,0,CONVEX,0.444444,5,4,0.076503
CONVEX,0.222222,GREEDY,92,93,1,R,0.638889,4,20,0.076503
CONVEX,0.222222,GREEDY,92,93,2,GREEDY,0.611111,10,32,0.076503
CONVEX,0.222222,GREEDY,93,94,0,CONVEX,0.666667,9,39,0.154762
CONVEX,0.222222,GREEDY,93,94,1,R,0.583333,5,7,0.154762
CONVEX,0.222222,GREEDY,93,94,2,GREEDY,0.305556,10,0,0.154762
CONVEX,0.222222,GREEDY,94,95,0,CONVEX,0.666667,7,23,0.20915
CONVEX,0.222222,GREEDY,94,95,1,R,0.527778,10,16,0.20915
CONVEX,0.222222,GREEDY,94,95,2,GREEDY,0.222222,7,4,0.20915
CONVEX,0.222222,GREEDY,95,96,0,CONVEX,0.527778,5,3,0.061538
CONVEX,0.222222,GREEDY,95,96,1,R,0.694444,4,14,0.061538
CONVEX,0.222222,GREEDY,95,96,2,GREEDY,0.583333,10,6,0.061538
CONVEX,0.222222,GREEDY,96,97,0,CONVEX,0.583333,10,6,0.209877
CONVEX,0.222222,GREEDY,96,97,1,R,0.222222,2,4,0.209877
CONVEX,0.222222,GREEDY,96,97,2,GREEDY,0.694444,2,4,0.209877
CONVEX,0.222222,GREEDY,97,98,0,CONVEX,0.25,10,2,0.206061
CONVEX,0.222222,GREEDY,97,98,1,R,0.555556,2,11,0.206061
CONVEX,0.222222,GREEDY,97,98,2,GREEDY,0.722222,6,22,0.206061
CONVEX,0.222222,GREEDY,98,99,0,CONVEX,0.5,9,4,0.05291
CONVEX,0.222222,GREEDY,98,99,1,R,0.611111,10,11,0.05291
CONVEX,0.222222,GREEDY,98,99,2,GREEDY,0.638889,4,13,0.05291
CONVEX,0.222222,GREEDY,99,100,0,CONVEX,0.611111,4,6,0.16092
CONVEX,0.222222,GREEDY,99,100,1,R,0.305556,10,3,0.16092
CONVEX,0.222222,GREEDY,99,100,2,GREEDY,0.694444,4,9,0.16092
CONVEX,0.222222,AB,0,1,0,CONVEX,0.583333,4,14,0.187135
CONVEX,0.222222,AB,0,1,1,R,0.722222,10,3,0.187135
CONVEX,0.222222,AB,0,1,2,AB,0.277778,2,6,0.187135
CONVEX,0.222222,AB,1,2,0,CONVEX,0.611111,2,6,0.049751
CONVEX,0.222222,AB,1,2,1,R,0.694444,10,1,0.049751
CONVEX,0.222222,AB,1,2,2,AB,0.555556,3,3,0.049751
CONVEX,0.222222,AB,2,3,0,CONVEX,0.611111,2,5,0.281481
CONVEX,0.222222,AB,2,3,1,R,0.555556,10,6,0.281481
CONVEX,0.222222,AB,2,3,2,AB,0.083333,2,5,0.281481
CONVEX,0.222222,AB,3,4,0,CONVEX,0.555556,2,9,0.107527
CONVEX,0.222222,AB,3,4,1,R,0.444444,2,3,0.107527
CONVEX,0.222222,AB,3,4,2,AB,0.722222,10,6,0.107527
CONVEX,0.222222,AB,4,5,0,CONVEX,0.666667,10,6,0.112821
CONVEX,0.222222,AB,4,5,1,R,0.416667,3,4,0.112821
CONVEX,0.222222,AB,4,5,2,AB,0.722222,2,15,0.112821
CONVEX,0.222222,AB,5,6,0,CONVEX,0.611111,10,4,0.148148
CONVEX,0.222222,AB,5,6,1,R,0.611111,4,13,0.148148
CONVEX,0.222222,AB,5,6,2,AB,0.277778,2,5,0.148148
CONVEX,0.222222,AB,6,7,0,CONVEX,0.388889,2,2,0.098765
CONVEX,0.222222,AB,6,7,1,R,0.5,2,7,0.098765
CONVEX,0.222222,AB,6,7,2,AB,0.611111,10,6,0.098765
CONVEX,0.222222,AB,7,8,0,CONVEX,0.638889,2,8,0.213333
CONVEX,0.222222,AB,7,8,1,R,0.194444,2,3,0.213333
CONVEX,0.222222,AB,7,8,2,AB,0.555556,10,3,0.213333
CONVEX,0.222222,AB,8,9,0,CONVEX,0.277778,2,3,0.136054
CONVEX,0.222222,AB,8,9,1,R,0.555556,10,3,0.136054
CONVEX,0.222222,AB,8,9,2,AB,0.527778,3,8,0.136054
CONVEX,0.222222,AB,9,10,0,CONVEX,0.666667,10,8,0.075269
CONVEX,0.222222,AB,9,10,1,R,0.583333,2,9,0.075269
CONVEX,0.222222,AB,9,10,2,AB,0.472222,3,4,0.075269
CONVEX,0.222222,AB,10,11,0,CONVEX,0.194444,3,3,0.205128
CONVEX,0.222222,AB,10,11,1,R,0.638889,10,4,0.205128
CONVEX,0.222222,AB,10,11,2,AB,0.611111,3,21,0.205128
CONVEX,0.222222,AB,11,12,0,CONVEX,0.25,2,5,0.185185
CONVEX,0.222222,AB,11,12,1,R,0.666667,10,2,0.185185
CONVEX,0.222222,AB,11,12,2,AB,0.583333,2,10,0.185185
CONVEX,0.222222,AB,12,13,0,CONVEX,0.305556,2,2,0.163743
CONVEX,0.222222,AB,12,13,1,R,0.694444,10,7,0.163743
CONVEX,0.222222,AB,12,13,2,AB,0.583333,2,5,0.163743
CONVEX,0.222222,AB,13,14,0,CONVEX,0.611111,2,12,0.25641
CONVEX,0.222222,AB,13,14,1,R,0.694444,10,6,0.25641
CONVEX,0.222222,AB,13,14,2,AB,0.138889,2,3,0.25641
CONVEX,0.222222,AB,14,15,0,CONVEX,0.583333,2,10,0.135802
CONVEX,0.222222,AB,14,15,1,R,0.611111,10,6,0.135802
CONVEX,0.222222,AB,14,15,2,AB,0.305556,3,3,0.135802
CONVEX,0.222222,AB,15,16,0,CONVEX,0.333333,5,9,0.140351
CONVEX,0.222222,AB,15,16,1,R,0.666667,10,3,0.140351
CONVEX,0.222222,AB,15,16,2,AB,0.583333,5,7,0.140351
CONVEX,0.222222,AB,16,17,0,CONVEX,0.666667,10,6,0.185185
CONVEX,0.222222,AB,16,17,1,R,0.25,2,5,0.185185
CONVEX,0.222222,AB,16,17,2,AB,0.583333,2,10,0.185185
CONVEX,0.222222,AB,17,18,0,CONVEX,0.583333,2,15,0.065574
CONVEX,0.222222,AB,17,18,1,R,0.638889,10,1,0.065574
CONVEX,0.222222,AB,17,18,2,AB,0.472222,3,5,0.065574
CONVEX,0.222222,AB,18,19,0,CONVEX,0.638889,10,4,0.128655
CONVEX,0.222222,AB,18,19,1,R,0.611111,3,8,0.128655
CONVEX,0.222222,AB,18,19,2,AB,0.333333,3,4,0.128655
CONVEX,0.222222,AB,19,20,0,CONVEX,0.638889,10,5,0.17284
CONVEX,0.222222,AB,19,20,1,R,0.611111,2,8,0.17284
CONVEX,0.222222,AB,19,20,2,AB,0.25,3,2,0.17284
CONVEX,0.222222,AB,20,21,0,CONVEX,0.611111,4,13,0.021164
CONVEX,0.222222,AB,20,21,1,R,0.583333,2,3,0.021164
CONVEX,0.222222,AB,20,21,2,AB,0.555556,10,3,0.021164
CONVEX,0.222222,AB,21,22,0,CONVEX,0.555556,2,8,0.095238
CONVEX,0.222222,AB,21,22,1,R,0.611111,11,5,0.095238
CONVEX,0.222222,AB,21,22,2,AB,0.388889,2,1,0.095238
CONVEX,0.222222,AB,22,23,0,CONVEX,0.5,5,11,0.054645
CONVEX,0.222222,AB,22,23,1,R,0.555556,3,5,0.054645
CONVEX,0.222222,AB,22,23,2,AB,0.638889,10,8,0.054645
CONVEX,0.222222,AB,23,24,0,CONVEX,0.694444,10,4,0.202381
CONVEX,0.222222,AB,23,24,1,R,0.222222,2,2,0.202381
CONVEX,0.222222,AB,23,24,2,AB,0.638889,3,11,0.202381
CONVEX,0.222222,AB,24,25,0,CONVEX,0.194444,2,0,0.201258
CONVEX,0.222222,AB,24,25,1,R,0.638889,4,18,0.201258
CONVEX,0.222222,AB,24,25,2,AB,0.638889,10,4,0.201258
CONVEX,0.222222,AB,25,26,0,CONVEX,0.666667,10,6,0.126437
CONVEX,0.222222,AB,25,26,1,R,0.583333,3,10,0.126437
CONVEX,0.222222,AB,25,26,2,AB,0.361111,4,4,0.126437
CONVEX,0.222222,AB,26,27,0,CONVEX,0.527778,10,2,0.156863
CONVEX,0.222222,AB,26,27,1,R,0.277778,2,5,0.156863
CONVEX,0.222222,AB,26,27,2,AB,0.611111,3,3,0.156863
CONVEX,0.222222,AB,27,28,0,CONVEX,0.555556,3,15,0.081871
CONVEX,0.222222,AB,27,28,1,R,0.611111,10,7,0.081871
CONVEX,0.222222,AB,27,28,2,AB,0.416667,2,8,0.081871
CONVEX,0.222222,AB,28,29,0,CONVEX,0.611111,10,3,0.121212
CONVEX,0.222222,AB,28,29,1,R,0.583333,4,5,0.121212
CONVEX,0.222222,AB,28,29,2,AB,0.333333,3,5,0.121212
CONVEX,0.222222,AB,29,30,0,CONVEX,0.611111,10,11,0.043716
CONVEX,0.222222,AB,29,30,1,R,0.5,4,5,0.043716
CONVEX,0.222222,AB,29,30,2,AB,0.583333,3,16,0.043716
CONVEX,0.222222,AB,30,31,0,CONVEX,0.666667,3,11,0.092308
CONVEX,0.222222,AB,30,31,1,R,0.444444,2,3,0.092308
CONVEX,0.222222,AB,30,31,2,AB,0.694444,10,7,0.092308
CONVEX,0.222222,AB,31,32,0,CONVEX,0.666667,2,11,0.052083
CONVEX,0.222222,AB,31,32,1,R,0.583333,10,8,0.052083
CONVEX,0.222222,AB,31,32,2,AB,0.527778,2,5,0.052083
CONVEX,0.222222,AB,32,33,0,CONVEX,0.555556,10,3,0.31746
CONVEX,0.222222,AB,32,33,1,R,0.583333,2,5,0.31746
CONVEX,0.222222,AB,32,33,2,AB,0.027778,2,4,0.31746
CONVEX,0.222222,AB,33,34,0,CONVEX,0.666667,10,2,0.124294
CONVEX,0.222222,AB,33,34,1,R,0.361111,3,5,0.124294
CONVEX,0.222222,AB,33,34,2,AB,0.611111,2,8,0.124294
CONVEX,0.222222,AB,34,35,0,CONVEX,0.583333,10,5,0.055556
CONVEX,0.222222,AB,34,35,1,R,0.472222,4,3,0.055556
CONVEX,0.222222,AB,34,35,2,AB,0.611111,3,14,0.055556
CONVEX,0.222222,AB,35,36,0,CONVEX,0.277778,3,2,0.141026
CONVEX,0.222222,AB,35,36,1,R,0.583333,2,6,0.141026
CONVEX,0.222222,AB,35,36,2,AB,0.583333,10,3,0.141026
CONVEX,0.222222,AB,36,37,0,CONVEX,0.722222,10,6,0.16129
CONVEX,0.222222,AB,36,37,1,R,0.694444,4,20,0.16129
CONVEX,0.222222,AB,36,37,2,AB,0.305556,3,4,0.16129
CONVEX,0.222222,AB,37,38,0,CONVEX,0.666667,10,3,0.25641
CONVEX,0.222222,AB,37,38,1,R,0.111111,2,3,0.25641
CONVEX,0.222222,AB,37,38,2,AB,0.666667,2,9,0.25641
CONVEX,0.222222,AB,38,39,0,CONVEX,0.611111,2,16,0.157576
CONVEX,0.222222,AB,38,39,1,R,0.277778,2,3,0.157576
CONVEX,0.222222,AB,38,39,2,AB,0.638889,10,7,0.157576
CONVEX,0.222222,AB,39,40,0,CONVEX,0.305556,2,6,0.153846
CONVEX,0.222222,AB,39,40,1,R,0.638889,3,4,0.153846
CONVEX,0.222222,AB,39,40,2,AB,0.5,10,8,0.153846
CONVEX,0.222222,AB,40,41,0,CONVEX,0.388889,2,3,0.093567
