lineup_type,lambda,selfish_agent,game_idx,seed,turn_order,agent,expected_production,final_vp,total_resources_in_hand,prod_gini_game
BASELINE,nan,GREEDY,18,19,0,R,0.722222,5,22,0.185185
BASELINE,nan,GREEDY,18,19,1,R,0.305556,6,4,0.185185
BASELINE,nan,GREEDY,18,19,2,GREEDY,0.472222,10,5,0.185185
BASELINE,nan,GREEDY,19,20,0,R,0.666667,8,20,0.135802
BASELINE,nan,GREEDY,19,20,1,R,0.361111,10,5,0.135802
BASELINE,nan,GREEDY,19,20,2,GREEDY,0.472222,9,2,0.135802
BASELINE,nan,GREEDY,20,21,0,R,0.444444,10,3,0.213333
BASELINE,nan,GREEDY,20,21,1,R,0.25,4,3,0.213333
BASELINE,nan,GREEDY,20,21,2,GREEDY,0.694444,5,10,0.213333
BASELINE,nan,GREEDY,21,22,0,R,0.305556,10,6,0.180556
BASELINE,nan,GREEDY,21,22,1,R,0.666667,4,22,0.180556
BASELINE,nan,GREEDY,21,22,2,GREEDY,0.361111,6,2,0.180556
BASELINE,nan,GREEDY,22,23,0,R,0.472222,7,6,0.070175
BASELINE,nan,GREEDY,22,23,1,R,0.472222,5,3,0.070175
BASELINE,nan,GREEDY,22,23,2,GREEDY,0.638889,10,20,0.070175
BASELINE,nan,GREEDY,23,24,0,R,0.694444,4,34,0.105263
BASELINE,nan,GREEDY,23,24,1,R,0.444444,5,3,0.105263
BASELINE,nan,GREEDY,23,24,2,GREEDY,0.444444,10,5,0.105263
BASELINE,nan,GREEDY,24,25,0,R,0.194444,2,1,0.244898
BASELINE,nan,GREEDY,24,25,1,R,0.472222,6,6,0.244898
BASELINE,nan,GREEDY,24,25,2,GREEDY,0.694444,10,41,0.244898
BASELINE,nan,GREEDY,25,26,0,R,0.638889,3,10,0.125786
BASELINE,nan,GREEDY,25,26,1,R,0.472222,8,5,0.125786
BASELINE,nan,GREEDY,25,26,2,GREEDY,0.361111,10,5,0.125786
BASELINE,nan,GREEDY,26,27,0,R,0.694444,4,11,0.263566
BASELINE,nan,GREEDY,26,27,1,R,0.222222,5,1,0.263566
BASELINE,nan,GREEDY,26,27,2,GREEDY,0.277778,10,3,0.263566
BASELINE,nan,GREEDY,27,28,0,R,0.361111,10,8,0.173333
BASELINE,nan,GREEDY,27,28,1,R,0.694444,2,11,0.173333
BASELINE,nan,GREEDY,27,28,2,GREEDY,0.333333,7,4,0.173333
BASELINE,nan,GREEDY,28,29,0,R,0.666667,3,20,0.130952
BASELINE,nan,GREEDY,28,29,1,R,0.361111,3,5,0.130952
BASELINE,nan,GREEDY,28,29,2,GREEDY,0.527778,10,4,0.130952
BASELINE,nan,GREEDY,29,30,0,R,0.694444,10,16,0.281481
BASELINE,nan,GREEDY,29,30,1,R,0.388889,6,9,0.281481
BASELINE,nan,GREEDY,29,30,2,GREEDY,0.166667,2,7,0.281481
BASELINE,nan,GREEDY,30,31,0,R,0.472222,2,2,0.08046
BASELINE,nan,GREEDY,30,31,1,R,0.472222,10,1,0.08046
BASELINE,nan,GREEDY,30,31,2,GREEDY,0.666667,4,19,0.08046
BASELINE,nan,GREEDY,31,32,0,R,0.416667,10,1,0.105263
BASELINE,nan,GREEDY,31,32,1,R,0.666667,4,20,0.105263
BASELINE,nan,GREEDY,31,32,2,GREEDY,0.5,4,7,0.105263
BASELINE,nan,GREEDY,32,33,0,R,0.638889,10,9,0.263566
BASELINE,nan,GREEDY,32,33,1,R,0.166667,2,3,0.263566
BASELINE,nan,GREEDY,32,33,2,GREEDY,0.388889,2,6,0.263566
BASELINE,nan,GREEDY,33,34,0,R,0.666667,9,17,0.169935
BASELINE,nan,GREEDY,33,34,1,R,0.444444,6,7,0.169935
BASELINE,nan,GREEDY,33,34,2,GREEDY,0.305556,10,3,0.169935
BASELINE,nan,GREEDY,34,35,0,R,0.638889,4,40,0.066667
BASELINE,nan,GREEDY,34,35,1,R,0.555556,6,6,0.066667
BASELINE,nan,GREEDY,34,35,2,GREEDY,0.472222,10,3,0.066667
BASELINE,nan,GREEDY,35,36,0,R,0.472222,10,2,0.100629
BASELINE,nan,GREEDY,35,36,1,R,0.388889,9,5,0.100629
BASELINE,nan,GREEDY,35,36,2,GREEDY,0.611111,4,7,0.100629
BASELINE,nan,GREEDY,36,37,0,R,0.722222,4,15,0.206061
BASELINE,nan,GREEDY,36,37,1,R,0.555556,8,3,0.206061
BASELINE,nan,GREEDY,36,37,2,GREEDY,0.25,10,3,0.206061
BASELINE,nan,GREEDY,37,38,0,R,0.722222,4,20,0.126437
BASELINE,nan,GREEDY,37,38,1,R,0.416667,10,4,0.126437
BASELINE,nan,GREEDY,37,38,2,GREEDY,0.472222,2,10,0.126437
BASELINE,nan,GREEDY,38,39,0,R,0.222222,3,7,0.231884
BASELINE,nan,GREEDY,38,39,1,R,0.388889,11,6,0.231884
BASELINE,nan,GREEDY,38,39,2,GREEDY,0.666667,4,14,0.231884
BASELINE,nan,GREEDY,39,40,0,R,0.444444,10,3,0.272727
BASELINE,nan,GREEDY,39,40,1,R,0.138889,5,3,0.272727
BASELINE,nan,GREEDY,39,40,2,GREEDY,0.638889,4,25,0.272727
BASELINE,nan,GREEDY,40,41,0,R,0.527778,11,4,0.087432
BASELINE,nan,GREEDY,40,41,1,R,0.694444,4,6,0.087432
BASELINE,nan,GREEDY,40,41,2,GREEDY,0.472222,3,4,0.087432
BASELINE,nan,GREEDY,41,42,0,R,0.75,4,6,0.297872
BASELINE,nan,GREEDY,41,42,1,R,0.166667,5,6,0.297872
BASELINE,nan,GREEDY,41,42,2,GREEDY,0.388889,10,1,0.297872
BASELINE,nan,GREEDY,42,43,0,R,0.361111,2,4,0.178571
BASELINE,nan,GREEDY,42,43,1,R,0.416667,6,6,0.178571
BASELINE,nan,GREEDY,42,43,2,GREEDY,0.777778,10,24,0.178571
BASELINE,nan,GREEDY,43,44,0,R,0.305556,5,4,0.166667
BASELINE,nan,GREEDY,43,44,1,R,0.555556,7,9,0.166667
BASELINE,nan,GREEDY,43,44,2,GREEDY,0.694444,10,27,0.166667
BASELINE,nan,GREEDY,44,45,0,R,0.361111,10,1,0.137931
BASELINE,nan,GREEDY,44,45,1,R,0.694444,4,14,0.137931
BASELINE,nan,GREEDY,44,45,2,GREEDY,0.555556,6,3,0.137931
BASELINE,nan,GREEDY,45,46,0,R,0.25,3,3,0.222222
BASELINE,nan,GREEDY,45,46,1,R,0.388889,10,2,0.222222
BASELINE,nan,GREEDY,45,46,2,GREEDY,0.694444,5,9,0.222222
BASELINE,nan,GREEDY,46,47,0,R,0.388889,10,2,0.179487
BASELINE,nan,GREEDY,46,47,1,R,0.333333,4,3,0.179487
BASELINE,nan,GREEDY,46,47,2,GREEDY,0.722222,2,18,0.179487
BASELINE,nan,GREEDY,47,48,0,R,0.694444,7,29,0.311111
BASELINE,nan,GREEDY,47,48,1,R,0.444444,10,0,0.311111
BASELINE,nan,GREEDY,47,48,2,GREEDY,0.111111,4,5,0.311111
BASELINE,nan,GREEDY,48,49,0,R,0.194444,2,6,0.45098
BASELINE,nan,GREEDY,48,49,1,R,0.055556,2,2,0.45098
BASELINE,nan,GREEDY,48,49,2,GREEDY,0.694444,10,7,0.45098
BASELINE,nan,GREEDY,49,50,0,R,0.333333,4,7,0.145455
BASELINE,nan,GREEDY,49,50,1,R,0.666667,2,18,0.145455
BASELINE,nan,GREEDY,49,50,2,GREEDY,0.527778,10,6,0.145455
BASELINE,nan,GREEDY,50,51,0,R,0.222222,3,1,0.481481
BASELINE,nan,GREEDY,50,51,1,R,0.75,10,24,0.481481
BASELINE,nan,GREEDY,50,51,2,GREEDY,0.027778,2,4,0.481481
BASELINE,nan,GREEDY,51,52,0,R,0.416667,11,2,0.160494
BASELINE,nan,GREEDY,51,52,1,R,0.361111,5,6,0.160494
BASELINE,nan,GREEDY,51,52,2,GREEDY,0.722222,2,9,0.160494
BASELINE,nan,GREEDY,52,53,0,R,0.722222,10,18,0.30303
BASELINE,nan,GREEDY,52,53,1,R,0.333333,5,10,0.30303
BASELINE,nan,GREEDY,52,53,2,GREEDY,0.166667,2,7,0.30303
BASELINE,nan,GREEDY,53,54,0,R,0.555556,5,4,0.246914
BASELINE,nan,GREEDY,53,54,1,R,0.194444,2,2,0.246914
BASELINE,nan,GREEDY,53,54,2,GREEDY,0.75,10,7,0.246914
BASELINE,nan,GREEDY,54,55,0,R,0.194444,7,7,0.266667
BASELINE,nan,GREEDY,54,55,1,R,0.75,3,6,0.266667
BASELINE,nan,GREEDY,54,55,2,GREEDY,0.444444,11,4,0.266667
BASELINE,nan,GREEDY,55,56,0,R,0.694444,2,5,0.176101
BASELINE,nan,GREEDY,55,56,1,R,0.305556,2,3,0.176101
BASELINE,nan,GREEDY,55,56,2,GREEDY,0.472222,10,3,0.176101
BASELINE,nan,GREEDY,56,57,0,R,0.388889,4,6,0.213333
BASELINE,nan,GREEDY,56,57,1,R,0.277778,3,5,0.213333
BASELINE,nan,GREEDY,56,57,2,GREEDY,0.722222,11,14,0.213333
BASELINE,nan,GREEDY,57,58,0,R,0.666667,8,21,0.163265
BASELINE,nan,GREEDY,57,58,1,R,0.333333,10,7,0.163265
BASELINE,nan,GREEDY,57,58,2,GREEDY,0.361111,3,8,0.163265
BASELINE,nan,GREEDY,58,59,0,R,0.388889,2,7,0.125786
BASELINE,nan,GREEDY,58,59,1,R,0.666667,4,4,0.125786
BASELINE,nan,GREEDY,58,59,2,GREEDY,0.416667,10,3,0.125786
BASELINE,nan,GREEDY,59,60,0,R,0.361111,5,0,0.185185
BASELINE,nan,GREEDY,59,60,1,R,0.777778,10,8,0.185185
BASELINE,nan,GREEDY,59,60,2,GREEDY,0.361111,3,5,0.185185
BASELINE,nan,GREEDY,60,61,0,R,0.305556,3,6,0.163522
BASELINE,nan,GREEDY,60,61,1,R,0.5,10,4,0.163522
BASELINE,nan,GREEDY,60,61,2,GREEDY,0.666667,5,14,0.163522
BASELINE,nan,GREEDY,61,62,0,R,0.638889,4,12,0.135802
BASELINE,nan,GREEDY,61,62,1,R,0.333333,9,5,0.135802
BASELINE,nan,GREEDY,61,62,2,GREEDY,0.527778,10,4,0.135802
BASELINE,nan,GREEDY,62,63,0,R,0.277778,4,8,0.213836
BASELINE,nan,GREEDY,62,63,1,R,0.75,4,26,0.213836
BASELINE,nan,GREEDY,62,63,2,GREEDY,0.444444,10,4,0.213836
BASELINE,nan,GREEDY,63,64,0,R,0.5,5,4,0.055556
BASELINE,nan,GREEDY,63,64,1,R,0.527778,5,6,0.055556
BASELINE,nan,GREEDY,63,64,2,GREEDY,0.638889,10,16,0.055556
BASELINE,nan,GREEDY,64,65,0,R,0.527778,7,8,0.122222
BASELINE,nan,GREEDY,64,65,1,R,0.722222,10,49,0.122222
BASELINE,nan,GREEDY,64,65,2,GREEDY,0.416667,5,4,0.122222
BASELINE,nan,GREEDY,65,66,0,R,0.305556,4,7,0.169935
BASELINE,nan,GREEDY,65,66,1,R,0.444444,10,3,0.169935
BASELINE,nan,GREEDY,65,66,2,GREEDY,0.666667,4,9,0.169935
BASELINE,nan,GREEDY,66,67,0,R,0.138889,4,2,0.30303
BASELINE,nan,GREEDY,66,67,1,R,0.694444,10,27,0.30303
BASELINE,nan,GREEDY,66,67,2,GREEDY,0.388889,2,1,0.30303
BASELINE,nan,GREEDY,67,68,0,R,0.722222,5,24,0.213333
BASELINE,nan,GREEDY,67,68,1,R,0.277778,5,1,0.213333
BASELINE,nan,GREEDY,67,68,2,GREEDY,0.388889,10,7,0.213333
BASELINE,nan,GREEDY,68,69,0,R,0.666667,10,20,0.190476
BASELINE,nan,GREEDY,68,69,1,R,0.416667,3,4,0.190476
BASELINE,nan,GREEDY,68,69,2,GREEDY,0.277778,2,4,0.190476
BASELINE,nan,GREEDY,69,70,0,R,0.25,2,5,0.20915
BASELINE,nan,GREEDY,69,70,1,R,0.472222,3,10,0.20915
BASELINE,nan,GREEDY,69,70,2,GREEDY,0.694444,10,33,0.20915
BASELINE,nan,GREEDY,70,71,0,R,0.166667,2,4,0.27451
BASELINE,nan,GREEDY,70,71,1,R,0.5,10,1,0.27451
BASELINE,nan,GREEDY,70,71,2,GREEDY,0.75,4,11,0.27451
BASELINE,nan,GREEDY,71,72,0,R,0.5,10,5,0.109091
BASELINE,nan,GREEDY,71,72,1,R,0.638889,6,8,0.109091
BASELINE,nan,GREEDY,71,72,2,GREEDY,0.388889,5,5,0.109091
BASELINE,nan,GREEDY,72,73,0,R,0.333333,2,2,0.231293
BASELINE,nan,GREEDY,72,73,1,R,0.277778,3,2,0.231293
BASELINE,nan,GREEDY,72,73,2,GREEDY,0.75,10,10,0.231293
BASELINE,nan,GREEDY,73,74,0,R,0.694444,4,8,0.222222
BASELINE,nan,GREEDY,73,74,1,R,0.388889,10,2,0.222222
BASELINE,nan,GREEDY,73,74,2,GREEDY,0.25,3,2,0.222222
BASELINE,nan,GREEDY,74,75,0,R,0.333333,7,5,0.311111
BASELINE,nan,GREEDY,74,75,1,R,0.75,10,16,0.311111
BASELINE,nan,GREEDY,74,75,2,GREEDY,0.166667,4,6,0.311111
BASELINE,nan,GREEDY,75,76,0,R,0.361111,6,9,0.173333
BASELINE,nan,GREEDY,75,76,1,R,0.694444,9,36,0.173333
BASELINE,nan,GREEDY,75,76,2,GREEDY,0.333333,10,1,0.173333
BASELINE,nan,GREEDY,76,77,0,R,0.416667,2,7,0.093567
BASELINE,nan,GREEDY,76,77,1,R,0.638889,5,28,0.093567
BASELINE,nan,GREEDY,76,77,2,GREEDY,0.527778,10,3,0.093567
BASELINE,nan,GREEDY,77,78,0,R,0.166667,6,3,0.310078
BASELINE,nan,GREEDY,77,78,1,R,0.722222,7,52,0.310078
BASELINE,nan,GREEDY,77,78,2,GREEDY,0.305556,10,4,0.310078
BASELINE,nan,GREEDY,78,79,0,R,0.25,2,6,0.210526
BASELINE,nan,GREEDY,78,79,1,R,0.583333,4,4,0.210526
BASELINE,nan,GREEDY,78,79,2,GREEDY,0.75,10,17,0.210526
BASELINE,nan,GREEDY,79,80,0,R,0.472222,10,5,0.235294
BASELINE,nan,GREEDY,79,80,1,R,0.722222,4,41,0.235294
BASELINE,nan,GREEDY,79,80,2,GREEDY,0.222222,4,5,0.235294
BASELINE,nan,GREEDY,80,81,0,R,0.694444,7,7,0.231293
BASELINE,nan,GREEDY,80,81,1,R,0.222222,2,5,0.231293
BASELINE,nan,GREEDY,80,81,2,GREEDY,0.444444,10,3,0.231293
BASELINE,nan,GREEDY,81,82,0,R,0.305556,9,4,0.17284
BASELINE,nan,GREEDY,81,82,1,R,0.5,10,6,0.17284
BASELINE,nan,GREEDY,81,82,2,GREEDY,0.694444,4,27,0.17284
BASELINE,nan,GREEDY,82,83,0,R,0.25,4,4,0.25
BASELINE,nan,GREEDY,82,83,1,R,0.638889,10,20,0.25
BASELINE,nan,GREEDY,82,83,2,GREEDY,0.222222,4,4,0.25
BASELINE,nan,GREEDY,83,84,0,R,0.694444,4,5,0.150943
BASELINE,nan,GREEDY,83,84,1,R,0.361111,10,8,0.150943
BASELINE,nan,GREEDY,83,84,2,GREEDY,0.416667,7,6,0.150943
BASELINE,nan,GREEDY,84,85,0,R,0.444444,8,8,0.205128
BASELINE,nan,GREEDY,84,85,1,R,0.722222,10,44,0.205128
BASELINE,nan,GREEDY,84,85,2,GREEDY,0.277778,2,2,0.205128
BASELINE,nan,GREEDY,85,86,0,R,0.472222,9,5,0.166667
BASELINE,nan,GREEDY,85,86,1,R,0.305556,10,1,0.166667
BASELINE,nan,GREEDY,85,86,2,GREEDY,0.666667,2,7,0.166667
BASELINE,nan,GREEDY,86,87,0,R,0.194444,2,4,0.259259
BASELINE,nan,GREEDY,86,87,1,R,0.777778,7,14,0.259259
BASELINE,nan,GREEDY,86,87,2,GREEDY,0.527778,10,5,0.259259
BASELINE,nan,GREEDY,87,88,0,R,0.194444,4,2,0.307692
BASELINE,nan,GREEDY,87,88,1,R,0.194444,10,2,0.307692
BASELINE,nan,GREEDY,87,88,2,GREEDY,0.694444,4,16,0.307692
BASELINE,nan,GREEDY,88,89,0,R,0.388889,6,2,0.285714
BASELINE,nan,GREEDY,88,89,1,R,0.194444,10,7,0.285714
BASELINE,nan,GREEDY,88,89,2,GREEDY,0.777778,4,27,0.285714
BASELINE,nan,GREEDY,89,90,0,R,0.222222,2,3,0.27451
BASELINE,nan,GREEDY,89,90,1,R,0.805556,4,47,0.27451
BASELINE,nan,GREEDY,89,90,2,GREEDY,0.388889,10,4,0.27451
BASELINE,nan,GREEDY,90,91,0,R,0.222222,2,3,0.263889
BASELINE,nan,GREEDY,90,91,1,R,0.75,10,15,0.263889
BASELINE,nan,GREEDY,90,91,2,GREEDY,0.361111,4,5,0.263889
BASELINE,nan,GREEDY,91,92,0,R,0.527778,10,4,0.24359
BASELINE,nan,GREEDY,91,92,1,R,0.722222,2,14,0.24359
BASELINE,nan,GREEDY,91,92,2,GREEDY,0.194444,3,5,0.24359
BASELINE,nan,GREEDY,92,93,0,R,0.333333,8,5,0.231293
BASELINE,nan,GREEDY,92,93,1,R,0.75,5,14,0.231293
BASELINE,nan,GREEDY,92,93,2,GREEDY,0.277778,10,6,0.231293
BASELINE,nan,GREEDY,93,94,0,R,0.694444,5,13,0.231293
BASELINE,nan,GREEDY,93,94,1,R,0.444444,10,2,0.231293
BASELINE,nan,GREEDY,93,94,2,GREEDY,0.222222,5,2,0.231293
BASELINE,nan,GREEDY,94,95,0,R,0.666667,10,22,0.232558
BASELINE,nan,GREEDY,94,95,1,R,0.25,4,4,0.232558
BASELINE,nan,GREEDY,94,95,2,GREEDY,0.277778,2,5,0.232558
BASELINE,nan,GREEDY,95,96,0,R,0.472222,5,8,0.088889
BASELINE,nan,GREEDY,95,96,1,R,0.694444,6,21,0.088889
BASELINE,nan,GREEDY,95,96,2,GREEDY,0.5,10,4,0.088889
BASELINE,nan,GREEDY,96,97,0,R,0.277778,2,2,0.2
BASELINE,nan,GREEDY,96,97,1,R,0.416667,10,7,0.2
BASELINE,nan,GREEDY,96,97,2,GREEDY,0.694444,2,7,0.2
BASELINE,nan,GREEDY,97,98,0,R,0.222222,6,4,0.333333
BASELINE,nan,GREEDY,97,98,1,R,0.166667,10,3,0.333333
BASELINE,nan,GREEDY,97,98,2,GREEDY,0.722222,4,4,0.333333
BASELINE,nan,GREEDY,98,99,0,R,0.361111,5,4,0.2
BASELINE,nan,GREEDY,98,99,1,R,0.722222,10,34,0.2
BASELINE,nan,GREEDY,98,99,2,GREEDY,0.305556,4,3,0.2
BASELINE,nan,GREEDY,99,100,0,R,0.527778,10,2,0.185185
BASELINE,nan,GREEDY,99,100,1,R,0.277778,3,5,0.185185
BASELINE,nan,GREEDY,99,100,2,GREEDY,0.694444,4,15,0.185185
BASELINE,nan,AB,0,1,0,R,0.194444,3,4,0.294574
BASELINE,nan,AB,0,1,1,R,0.722222,10,2,0.294574
BASELINE,nan,AB,0,1,2,AB,0.277778,2,3,0.294574
BASELINE,nan,AB,1,2,0,R,0.416667,4,6,0.08805
BASELINE,nan,AB,1,2,1,R,0.611111,10,6,0.08805
BASELINE,nan,AB,1,2,2,AB,0.444444,3,3,0.08805
BASELINE,nan,AB,2,3,0,R,0.388889,3,6,0.128205
BASELINE,nan,AB,2,3,1,R,0.666667,11,3,0.128205
BASELINE,nan,AB,2,3,2,AB,0.388889,3,5,0.128205
BASELINE,nan,AB,3,4,0,R,0.305556,2,5,0.304348
BASELINE,nan,AB,3,4,1,R,0.194444,2,4,0.304348
BASELINE,nan,AB,3,4,2,AB,0.777778,10,5,0.304348
BASELINE,nan,AB,4,5,0,R,0.805556,10,6,0.230769
BASELINE,nan,AB,4,5,1,R,0.305556,2,2,0.230769
BASELINE,nan,AB,4,5,2,AB,0.333333,2,3,0.230769
BASELINE,nan,AB,5,6,0,R,0.638889,10,6,0.273504
BASELINE,nan,AB,5,6,1,R,0.25,2,8,0.273504
BASELINE,nan,AB,5,6,2,AB,0.194444,2,3,0.273504
BASELINE,nan,AB,6,7,0,R,0.416667,4,9,0.170213
BASELINE,nan,AB,6,7,1,R,0.277778,2,6,0.170213
BASELINE,nan,AB,6,7,2,AB,0.611111,10,4,0.170213
BASELINE,nan,AB,7,8,0,R,0.333333,2,7,0.135802
BASELINE,nan,AB,7,8,1,R,0.638889,3,12,0.135802
BASELINE,nan,AB,7,8,2,AB,0.527778,10,5,0.135802
BASELINE,nan,AB,8,9,0,R,0.305556,2,4,0.136364
BASELINE,nan,AB,8,9,1,R,0.555556,10,4,0.136364
BASELINE,nan,AB,8,9,2,AB,0.361111,2,6,0.136364
BASELINE,nan,AB,9,10,0,R,0.666667,10,5,0.153846
BASELINE,nan,AB,9,10,1,R,0.444444,2,6,0.153846
BASELINE,nan,AB,9,10,2,AB,0.333333,2,5,0.153846
BASELINE,nan,AB,10,11,0,R,0.25,3,1,0.273504
BASELINE,nan,AB,10,11,1,R,0.638889,10,7,0.273504
BASELINE,nan,AB,10,11,2,AB,0.194444,2,6,0.273504
BASELINE,nan,AB,11,12,0,R,0.166667,2,4,0.285714
BASELINE,nan,AB,11,12,1,R,0.666667,10,3,0.285714
BASELINE,nan,AB,11,12,2,AB,0.333333,2,2,0.285714
BASELINE,nan,AB,12,13,0,R,0.388889,2,7,0.130952
BASELINE,nan,AB,12,13,1,R,0.694444,10,4,0.130952
BASELINE,nan,AB,12,13,2,AB,0.472222,2,2,0.130952
BASELINE,nan,AB,13,14,0,R,0.25,2,4,0.22695
BASELINE,nan,AB,13,14,1,R,0.694444,10,8,0.22695
BASELINE,nan,AB,13,14,2,AB,0.361111,2,4,0.22695
BASELINE,nan,AB,14,15,0,R,0.388889,2,4,0.104575
BASELINE,nan,AB,14,15,1,R,0.611111,10,7,0.104575
BASELINE,nan,AB,14,15,2,AB,0.416667,2,5,0.104575
BASELINE,nan,AB,15,16,0,R,0.222222,2,5,0.235294
BASELINE,nan,AB,15,16,1,R,0.722222,10,6,0.235294
BASELINE,nan,AB,15,16,2,AB,0.472222,2,7,0.235294
BASELINE,nan,AB,16,17,0,R,0.666667,10,4,0.141026
BASELINE,nan,AB,16,17,1,R,0.361111,2,5,0.141026
BASELINE,nan,AB,16,17,2,AB,0.416667,2,4,0.141026
BASELINE,nan,AB,17,18,0,R,0.5,3,4,0.104167
BASELINE,nan,AB,17,18,1,R,0.777778,11,7,0.104167
BASELINE,nan,AB,17,18,2,AB,0.5,2,3,0.104167
BASELINE,nan,AB,18,19,0,R,0.722222,10,7,0.185185
BASELINE,nan,AB,18,19,1,R,0.305556,2,7,0.185185
BASELINE,nan,AB,18,19,2,AB,0.472222,2,7,0.185185
BASELINE,nan,AB,19,20,0,R,0.638889,10,3,0.125786
BASELINE,nan,AB,19,20,1,R,0.361111,2,5,0.125786
BASELINE,nan,AB,19,20,2,AB,0.472222,2,4,0.125786
BASELINE,nan,AB,20,21,0,R,0.444444,3,4,0.213333
BASELINE,nan,AB,20,21,1,R,0.25,2,2,0.213333
BASELINE,nan,AB,20,21,2,AB,0.694444,10,8,0.213333
BASELINE,nan,AB,21,22,0,R,0.305556,2,7,0.15942
BASELINE,nan,AB,21,22,1,R,0.611111,10,2,0.15942
BASELINE,nan,AB,21,22,2,AB,0.361111,2,5,0.15942
BASELINE,nan,AB,22,23,0,R,0.472222,3,4,0.070175
BASELINE,nan,AB,22,23,1,R,0.472222,2,6,0.070175
BASELINE,nan,AB,22,23,2,AB,0.638889,10,7,0.070175
BASELINE,nan,AB,23,24,0,R,0.694444,10,2,0.20915
BASELINE,nan,AB,23,24,1,R,0.25,2,2,0.20915
BASELINE,nan,AB,23,24,2,AB,0.472222,2,3,0.20915
BASELINE,nan,AB,24,25,0,R,0.194444,2,2,0.244898
BASELINE,nan,AB,24,25,1,R,0.472222,2,1,0.244898
BASELINE,nan,AB,24,25,2,AB,0.694444,10,3,0.244898
BASELINE,nan,AB,25,26,0,R,0.638889,10,4,0.130719
BASELINE,nan,AB,25,26,1,R,0.416667,2,5,0.130719
BASELINE,nan,AB,25,26,2,AB,0.361111,2,7,0.130719
BASELINE,nan,AB,26,27,0,R,0.583333,10,4,0.222222
BASELINE,nan,AB,26,27,1,R,0.222222,2,4,0.222222
BASELINE,nan,AB,26,27,2,AB,0.277778,2,5,0.222222
BASELINE,nan,AB,27,28,0,R,0.388889,3,5,0.081633
BASELINE,nan,AB,27,28,1,R,0.555556,10,6,0.081633
BASELINE,nan,AB,27,28,2,AB,0.416667,5,7,0.081633
BASELINE,nan,AB,28,29,0,R,0.611111,10,5,0.121212
BASELINE,nan,AB,28,29,1,R,0.333333,2,6,0.121212
BASELINE,nan,AB,28,29,2,AB,0.583333,6,6,0.121212
BASELINE,nan,AB,29,30,0,R,0.694444,10,11,0.281481
BASELINE,nan,AB,29,30,1,R,0.388889,4,3,0.281481
BASELINE,nan,AB,29,30,2,AB,0.166667,2,3,0.281481
BASELINE,nan,AB,30,31,0,R,0.472222,2,5,0.057471
BASELINE,nan,AB,30,31,1,R,0.527778,3,5,0.057471
BASELINE,nan,AB,30,31,2,AB,0.611111,10,2,0.057471
BASELINE,nan,AB,31,32,0,R,0.555556,8,5,0.035088
BASELINE,nan,AB,31,32,1,R,0.555556,10,3,0.035088
BASELINE,nan,AB,31,32,2,AB,0.472222,2,5,0.035088
BASELINE,nan,AB,32,33,0,R,0.611111,10,4,0.253968
BASELINE,nan,AB,32,33,1,R,0.166667,2,3,0.253968
BASELINE,nan,AB,32,33,2,AB,0.388889,3,4,0.253968
BASELINE,nan,AB,33,34,0,R,0.555556,10,9,0.136364
BASELINE,nan,AB,33,34,1,R,0.361111,2,3,0.136364
BASELINE,nan,AB,33,34,2,AB,0.305556,2,4,0.136364
BASELINE,nan,AB,34,35,0,R,0.583333,10,4,0.067797
BASELINE,nan,AB,34,35,1,R,0.611111,5,5,0.067797
BASELINE,nan,AB,34,35,2,AB,0.444444,3,3,0.067797
BASELINE,nan,AB,35,36,0,R,0.444444,4,6,0.08
BASELINE,nan,AB,35,36,1,R,0.388889,2,3,0.08
BASELINE,nan,AB,35,36,2,AB,0.555556,10,6,0.08
BASELINE,nan,AB,36,37,0,R,0.722222,10,0,0.206061
BASELINE,nan,AB,36,37,1,R,0.555556,3,8,0.206061
BASELINE,nan,AB,36,37,2,AB,0.25,2,3,0.206061
BASELINE,nan,AB,37,38,0,R,0.583333,10,7,0.075472
BASELINE,nan,AB,37,38,1,R,0.416667,3,8,0.075472
BASELINE,nan,AB,37,38,2,AB,0.472222,2,6,0.075472
BASELINE,nan,AB,38,39,0,R,0.111111,2,0,0.294574
BASELINE,nan,AB,38,39,1,R,0.444444,2,7,0.294574
BASELINE,nan,AB,38,39,2,AB,0.638889,10,5,0.294574
BASELINE,nan,AB,39,40,0,R,0.444444,5,2,0.243902
BASELINE,nan,AB,39,40,1,R,0.138889,3,10,0.243902
BASELINE,nan,AB,39,40,2,AB,0.555556,10,8,0.243902
BASELINE,nan,AB,40,41,0,R,0.388889,3,2,0.095238
BASELINE,nan,AB,40,41,1,R,0.611111,10,7,0.095238
BASELINE,nan,AB,40,41,2,AB,0.555556,4,6,0.095238
BASELINE,nan,AB,41,42,0,R,0.666667,10,6,0.272727
BASELINE,nan,AB,41,42,1,R,0.166667,2,4,0.272727
BASELINE,nan,AB,41,42,2,AB,0.388889,2,7,0.272727
BASELINE,nan,AB,42,43,0,R,0.277778,2,3,0.235294
BASELINE,nan,AB,42,43,1,R,0.361111,3,5,0.235294
BASELINE,nan,AB,42,43,2,AB,0.777778,10,6,0.235294
BASELINE,nan,AB,43,44,0,R,0.388889,2,4,0.105263
BASELINE,nan,AB,43,44,1,R,0.555556,4,0,0.105263
BASELINE,nan,AB,43,44,2,AB,0.638889,10,4,0.105263
