lineup_type,lambda,selfish_agent,game_idx,seed,prod_gini,prod_min,prod_max,prod_range,winner_agent,num_turns
CONVEX,1.111111,VALUE,42,43,0.172043,0.333333,0.777778,0.444444,VALUE,51
CONVEX,1.111111,VALUE,43,44,0.090395,0.416667,0.638889,0.222222,VALUE,51
CONVEX,1.111111,VALUE,44,45,0.107527,0.416667,0.694444,0.277778,R,62
CONVEX,1.111111,VALUE,45,46,0.0,0.583333,0.583333,0.0,VALUE,63
CONVEX,1.111111,VALUE,46,47,0.218182,0.194444,0.694444,0.5,VALUE,87
CONVEX,1.111111,VALUE,47,48,0.150943,0.277778,0.611111,0.333333,CONVEX,73
CONVEX,1.111111,VALUE,48,49,0.172414,0.277778,0.694444,0.416667,VALUE,69
CONVEX,1.111111,VALUE,49,50,0.065574,0.472222,0.638889,0.166667,R,77
CONVEX,1.111111,VALUE,50,51,0.290909,0.083333,0.75,0.666667,R,53
CONVEX,1.111111,VALUE,51,52,0.150538,0.333333,0.722222,0.388889,VALUE,147
CONVEX,1.111111,VALUE,52,53,0.178571,0.25,0.666667,0.416667,CONVEX,97
CONVEX,1.111111,VALUE,53,54,0.116402,0.444444,0.75,0.305556,VALUE,54
CONVEX,1.111111,VALUE,54,55,0.152047,0.305556,0.666667,0.361111,R,86
CONVEX,1.111111,VALUE,55,56,0.154762,0.305556,0.666667,0.361111,CONVEX,70
CONVEX,1.111111,VALUE,56,57,0.069652,0.5,0.694444,0.194444,VALUE,66
CONVEX,1.111111,VALUE,57,58,0.246377,0.111111,0.583333,0.472222,CONVEX,73
CONVEX,1.111111,VALUE,58,59,0.111111,0.361111,0.611111,0.25,R,92
CONVEX,1.111111,VALUE,59,60,0.27451,0.111111,0.694444,0.583333,R,98
CONVEX,1.111111,VALUE,60,61,0.121212,0.333333,0.611111,0.277778,VALUE,180
CONVEX,1.111111,VALUE,61,62,0.072727,0.416667,0.583333,0.166667,CONVEX,148
CONVEX,1.111111,VALUE,62,63,0.146893,0.361111,0.722222,0.361111,R,56
CONVEX,1.111111,VALUE,63,64,0.141026,0.277778,0.583333,0.305556,VALUE,84
CONVEX,1.111111,VALUE,64,65,0.080808,0.5,0.722222,0.222222,R,62
CONVEX,1.111111,VALUE,65,66,0.101695,0.388889,0.638889,0.25,VALUE,75
CONVEX,1.111111,VALUE,66,67,0.054645,0.472222,0.611111,0.138889,R,68
CONVEX,1.111111,VALUE,67,68,0.213333,0.166667,0.611111,0.444444,CONVEX,64
CONVEX,1.111111,VALUE,68,69,0.181818,0.25,0.666667,0.416667,CONVEX,64
CONVEX,1.111111,VALUE,69,70,0.202381,0.222222,0.694444,0.472222,VALUE,102
CONVEX,1.111111,VALUE,70,71,0.178571,0.277778,0.694444,0.416667,VALUE,84
CONVEX,1.111111,VALUE,71,72,0.066667,0.444444,0.611111,0.166667,R,71
CONVEX,1.111111,VALUE,72,73,0.183908,0.305556,0.75,0.444444,VALUE,72
CONVEX,1.111111,VALUE,73,74,0.169697,0.277778,0.666667,0.388889,CONVEX,55
CONVEX,1.111111,VALUE,74,75,0.1,0.388889,0.638889,0.25,R,50
CONVEX,1.111111,VALUE,75,76,0.20915,0.194444,0.638889,0.444444,R,50
CONVEX,1.111111,VALUE,76,77,0.112994,0.388889,0.666667,0.277778,R,128
CONVEX,1.111111,VALUE,77,78,0.193939,0.25,0.694444,0.444444,R,113
CONVEX,1.111111,VALUE,78,79,0.064516,0.5,0.666667,0.166667,VALUE,60
CONVEX,1.111111,VALUE,79,80,0.11828,0.388889,0.694444,0.305556,R,65
CONVEX,1.111111,VALUE,80,81,0.150943,0.277778,0.611111,0.333333,VALUE,114
CONVEX,1.111111,VALUE,81,82,0.116959,0.361111,0.638889,0.277778,VALUE,81
CONVEX,1.111111,VALUE,82,83,0.176101,0.25,0.638889,0.388889,R,71
CONVEX,1.111111,VALUE,83,84,0.124294,0.361111,0.666667,0.305556,CONVEX,109
CONVEX,1.111111,VALUE,84,85,0.185185,0.25,0.666667,0.416667,R,92
CONVEX,1.111111,VALUE,85,86,0.166667,0.25,0.611111,0.361111,VALUE,105
CONVEX,1.111111,VALUE,86,87,0.107527,0.444444,0.722222,0.277778,R,101
CONVEX,1.111111,VALUE,87,88,0.235294,0.166667,0.666667,0.5,VALUE,54
CONVEX,1.111111,VALUE,88,89,0.283951,0.111111,0.75,0.638889,VALUE,96
CONVEX,1.111111,VALUE,89,90,0.237288,0.166667,0.75,0.583333,R,62
CONVEX,1.111111,VALUE,90,91,0.222222,0.194444,0.694444,0.5,R,68
CONVEX,1.111111,VALUE,91,92,0.067797,0.472222,0.638889,0.166667,R,80
CONVEX,1.111111,VALUE,92,93,0.098361,0.416667,0.666667,0.25,R,92
CONVEX,1.111111,VALUE,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,52
CONVEX,1.111111,VALUE,94,95,0.057471,0.444444,0.583333,0.138889,CONVEX,103
CONVEX,1.111111,VALUE,95,96,0.031746,0.527778,0.611111,0.083333,R,68
CONVEX,1.111111,VALUE,96,97,0.176871,0.222222,0.583333,0.361111,VALUE,87
CONVEX,1.111111,VALUE,97,98,0.166667,0.277778,0.666667,0.388889,VALUE,93
CONVEX,1.111111,VALUE,98,99,0.053763,0.5,0.638889,0.138889,R,146
CONVEX,1.111111,VALUE,99,100,0.213836,0.222222,0.694444,0.472222,VALUE,57
CONVEX,1.111111,WR,0,1,0.093333,0.388889,0.583333,0.194444,R,236
CONVEX,1.111111,WR,1,2,0.275362,0.166667,0.694444,0.527778,R,203
CONVEX,1.111111,WR,2,3,0.255319,0.166667,0.666667,0.5,WR,273
CONVEX,1.111111,WR,3,4,0.144444,0.361111,0.722222,0.361111,WR,321
CONVEX,1.111111,WR,4,5,0.287582,0.111111,0.722222,0.611111,R,143
CONVEX,1.111111,WR,5,6,0.098765,0.388889,0.611111,0.222222,R,137
CONVEX,1.111111,WR,6,7,0.12,0.333333,0.583333,0.25,CONVEX,361
CONVEX,1.111111,WR,7,8,0.212121,0.166667,0.555556,0.388889,WR,222
CONVEX,1.111111,WR,8,9,0.198198,0.222222,0.527778,0.305556,WR,402
CONVEX,1.111111,WR,9,10,0.111111,0.361111,0.583333,0.222222,R,65
CONVEX,1.111111,WR,10,11,0.18018,0.25,0.527778,0.277778,R,344
CONVEX,1.111111,WR,11,12,0.266667,0.166667,0.611111,0.444444,R,224
CONVEX,1.111111,WR,12,13,0.144928,0.305556,0.583333,0.277778,WR,132
CONVEX,1.111111,WR,13,14,0.266667,0.166667,0.555556,0.388889,CONVEX,223
CONVEX,1.111111,WR,14,15,0.115385,0.388889,0.638889,0.25,R,206
CONVEX,1.111111,WR,15,16,0.288288,0.138889,0.583333,0.444444,R,260
CONVEX,1.111111,WR,16,17,0.104575,0.388889,0.611111,0.222222,R,257
CONVEX,1.111111,WR,17,18,0.022989,0.5,0.555556,0.055556,WR,117
CONVEX,1.111111,WR,18,19,0.237037,0.25,0.694444,0.444444,R,182
CONVEX,1.111111,WR,19,20,0.069444,0.361111,0.5,0.138889,R,293
CONVEX,1.111111,WR,20,21,0.115385,0.388889,0.638889,0.25,R,509
CONVEX,1.111111,WR,21,22,0.091954,0.444444,0.666667,0.222222,R,182
CONVEX,1.111111,WR,22,23,0.062893,0.416667,0.555556,0.138889,WR,150
CONVEX,1.111111,WR,23,24,0.306306,0.166667,0.638889,0.472222,WR,93
CONVEX,1.111111,WR,24,25,0.196078,0.25,0.666667,0.416667,WR,129
CONVEX,1.111111,WR,25,26,0.12,0.333333,0.583333,0.25,R,227
CONVEX,1.111111,WR,26,27,0.104575,0.388889,0.611111,0.222222,WR,201
CONVEX,1.111111,WR,27,28,0.133333,0.25,0.472222,0.222222,WR,447
CONVEX,1.111111,WR,28,29,0.163522,0.25,0.611111,0.361111,WR,177
CONVEX,1.111111,WR,29,30,0.169935,0.305556,0.666667,0.361111,R,251
CONVEX,1.111111,WR,30,31,0.093567,0.416667,0.638889,0.222222,WR,162
CONVEX,1.111111,WR,31,32,0.128655,0.361111,0.666667,0.305556,WR,219
CONVEX,1.111111,WR,32,33,0.211382,0.222222,0.583333,0.361111,WR,165
CONVEX,1.111111,WR,33,34,0.141844,0.333333,0.611111,0.277778,R,389
CONVEX,1.111111,WR,34,35,0.231293,0.166667,0.638889,0.472222,CONVEX,136
CONVEX,1.111111,WR,35,36,0.100629,0.388889,0.611111,0.222222,WR,204
CONVEX,1.111111,WR,36,37,0.206897,0.222222,0.722222,0.5,CONVEX,115
CONVEX,1.111111,WR,37,38,0.419048,0.083333,0.694444,0.611111,WR,492
CONVEX,1.111111,WR,38,39,0.20155,0.277778,0.638889,0.361111,WR,426
CONVEX,1.111111,WR,39,40,0.166667,0.305556,0.611111,0.305556,WR,294
CONVEX,1.111111,WR,40,41,0.105263,0.388889,0.638889,0.25,CONVEX,337
CONVEX,1.111111,WR,41,42,0.217687,0.25,0.694444,0.444444,CONVEX,580
CONVEX,1.111111,WR,42,43,0.035088,0.472222,0.555556,0.083333,R,200
CONVEX,1.111111,WR,43,44,0.142857,0.388889,0.722222,0.333333,WR,216
CONVEX,1.111111,WR,44,45,0.137931,0.361111,0.694444,0.333333,R,98
CONVEX,1.111111,WR,45,46,0.122449,0.333333,0.583333,0.25,WR,315
CONVEX,1.111111,WR,46,47,0.390244,0.027778,0.694444,0.666667,CONVEX,373
CONVEX,1.111111,WR,47,48,0.245614,0.194444,0.583333,0.388889,WR,111
CONVEX,1.111111,WR,48,49,0.148148,0.361111,0.694444,0.333333,WR,378
CONVEX,1.111111,WR,49,50,0.108527,0.333333,0.527778,0.194444,CONVEX,406
CONVEX,1.111111,WR,50,51,0.34188,0.138889,0.694444,0.555556,CONVEX,97
CONVEX,1.111111,WR,51,52,0.202899,0.277778,0.666667,0.388889,R,146
CONVEX,1.111111,WR,52,53,0.37037,0.083333,0.638889,0.555556,R,380
CONVEX,1.111111,WR,53,54,0.144928,0.333333,0.611111,0.277778,WR,174
CONVEX,1.111111,WR,54,55,0.150943,0.277778,0.611111,0.333333,R,209
CONVEX,1.111111,WR,55,56,0.12,0.361111,0.611111,0.25,R,131
CONVEX,1.111111,WR,56,57,0.2,0.277778,0.694444,0.416667,WR,276
CONVEX,1.111111,WR,57,58,0.12,0.333333,0.583333,0.25,WR,477
CONVEX,1.111111,WR,58,59,0.095238,0.388889,0.583333,0.194444,R,209
CONVEX,1.111111,WR,59,60,0.136054,0.305556,0.583333,0.277778,CONVEX,415
CONVEX,1.111111,WR,60,61,0.16,0.305556,0.638889,0.333333,WR,180
CONVEX,1.111111,WR,61,62,0.074074,0.416667,0.583333,0.166667,R,134
CONVEX,1.111111,WR,62,63,0.10929,0.416667,0.694444,0.277778,WR,84
CONVEX,1.111111,WR,63,64,0.198582,0.25,0.638889,0.388889,R,74
CONVEX,1.111111,WR,64,65,0.179487,0.333333,0.722222,0.388889,WR,108
CONVEX,1.111111,WR,65,66,0.207407,0.25,0.638889,0.388889,CONVEX,172
CONVEX,1.111111,WR,66,67,0.222222,0.25,0.694444,0.444444,CONVEX,172
CONVEX,1.111111,WR,67,68,0.190476,0.222222,0.611111,0.388889,CONVEX,865
CONVEX,1.111111,WR,68,69,0.169935,0.277778,0.638889,0.361111,CONVEX,328
CONVEX,1.111111,WR,69,70,0.197531,0.25,0.694444,0.444444,WR,165
CONVEX,1.111111,WR,70,71,0.304348,0.055556,0.638889,0.583333,WR,165
CONVEX,1.111111,WR,71,72,0.136364,0.305556,0.555556,0.25,R,365
CONVEX,1.111111,WR,72,73,0.194444,0.305556,0.694444,0.388889,WR,252
CONVEX,1.111111,WR,73,74,0.144928,0.333333,0.611111,0.277778,CONVEX,208
CONVEX,1.111111,WR,74,75,0.138365,0.388889,0.694444,0.305556,R,293
CONVEX,1.111111,WR,75,76,0.351852,0.083333,0.611111,0.527778,CONVEX,349
CONVEX,1.111111,WR,76,77,0.083333,0.416667,0.611111,0.194444,R,218
CONVEX,1.111111,WR,77,78,0.248062,0.138889,0.583333,0.444444,R,473
CONVEX,1.111111,WR,78,79,0.137931,0.388889,0.722222,0.333333,WR,141
CONVEX,1.111111,WR,79,80,0.20915,0.277778,0.722222,0.444444,WR,195
CONVEX,1.111111,WR,80,81,0.156028,0.277778,0.583333,0.305556,R,452
CONVEX,1.111111,WR,81,82,0.20915,0.222222,0.666667,0.444444,CONVEX,253
CONVEX,1.111111,WR,82,83,0.043478,0.388889,0.472222,0.083333,R,143
CONVEX,1.111111,WR,83,84,0.173333,0.277778,0.638889,0.361111,R,209
CONVEX,1.111111,WR,84,85,0.117647,0.361111,0.611111,0.25,R,182
CONVEX,1.111111,WR,85,86,0.307692,0.111111,0.611111,0.5,WR,741
CONVEX,1.111111,WR,86,87,0.150943,0.277778,0.611111,0.333333,WR,153
CONVEX,1.111111,WR,87,88,0.194444,0.305556,0.694444,0.388889,WR,444
CONVEX,1.111111,WR,88,89,0.290598,0.166667,0.638889,0.472222,CONVEX,103
CONVEX,1.111111,WR,89,90,0.186667,0.277778,0.666667,0.388889,WR,369
CONVEX,1.111111,WR,90,91,0.206349,0.25,0.611111,0.361111,R,185
CONVEX,1.111111,WR,91,92,0.179487,0.222222,0.611111,0.388889,CONVEX,181
CONVEX,1.111111,WR,92,93,0.133333,0.305556,0.555556,0.25,WR,126
CONVEX,1.111111,WR,93,94,0.133333,0.333333,0.583333,0.25,CONVEX,205
CONVEX,1.111111,WR,94,95,0.15942,0.277778,0.583333,0.305556,R,119
CONVEX,1.111111,WR,95,96,0.011299,0.527778,0.555556,0.027778,R,176
CONVEX,1.111111,WR,96,97,0.170543,0.277778,0.583333,0.305556,CONVEX,133
CONVEX,1.111111,WR,97,98,0.276423,0.194444,0.666667,0.472222,CONVEX,568
CONVEX,1.111111,WR,98,99,0.166667,0.333333,0.666667,0.333333,WR,294
CONVEX,1.111111,WR,99,100,0.246377,0.222222,0.694444,0.472222,WR,450
CONVEX,1.333333,GREEDY,0,1,0.187135,0.277778,0.722222,0.444444,CONVEX,205
CONVEX,1.333333,GREEDY,1,2,0.185792,0.305556,0.777778,0.472222,GREEDY,477
CONVEX,1.333333,GREEDY,2,3,0.197531,0.277778,0.722222,0.444444,GREEDY,216
CONVEX,1.333333,GREEDY,3,4,0.042328,0.527778,0.638889,0.111111,R,284
CONVEX,1.333333,GREEDY,4,5,0.14359,0.416667,0.805556,0.388889,R,254
CONVEX,1.333333,GREEDY,5,6,0.088889,0.416667,0.638889,0.222222,R,296
CONVEX,1.333333,GREEDY,6,7,0.105263,0.388889,0.638889,0.25,GREEDY,234
CONVEX,1.333333,GREEDY,7,8,0.235294,0.194444,0.694444,0.5,CONVEX,259
CONVEX,1.333333,GREEDY,8,9,0.153846,0.277778,0.611111,0.333333,CONVEX,358
CONVEX,1.333333,GREEDY,9,10,0.076503,0.472222,0.666667,0.194444,R,152
CONVEX,1.333333,GREEDY,10,11,0.20915,0.194444,0.638889,0.444444,CONVEX,526
CONVEX,1.333333,GREEDY,11,12,0.185185,0.25,0.666667,0.416667,GREEDY,183
CONVEX,1.333333,GREEDY,12,13,0.152047,0.305556,0.666667,0.361111,GREEDY,129
CONVEX,1.333333,GREEDY,13,14,0.25641,0.138889,0.694444,0.555556,CONVEX,454
CONVEX,1.333333,GREEDY,14,15,0.17284,0.277778,0.666667,0.388889,GREEDY,477
CONVEX,1.333333,GREEDY,15,16,0.195402,0.25,0.722222,0.472222,CONVEX,394
CONVEX,1.333333,GREEDY,16,17,0.190476,0.25,0.694444,0.444444,R,662
CONVEX,1.333333,GREEDY,17,18,0.072917,0.472222,0.666667,0.194444,GREEDY,201
CONVEX,1.333333,GREEDY,18,19,0.158192,0.333333,0.722222,0.388889,R,272
CONVEX,1.333333,GREEDY,19,20,0.213836,0.25,0.722222,0.472222,CONVEX,76
CONVEX,1.333333,GREEDY,20,21,0.029412,0.583333,0.666667,0.083333,GREEDY,120
CONVEX,1.333333,GREEDY,21,22,0.079096,0.416667,0.611111,0.194444,CONVEX,109
CONVEX,1.333333,GREEDY,22,23,0.054645,0.5,0.638889,0.138889,CONVEX,241
CONVEX,1.333333,GREEDY,23,24,0.122222,0.388889,0.694444,0.305556,GREEDY,189
CONVEX,1.333333,GREEDY,24,25,0.222222,0.194444,0.694444,0.5,GREEDY,135
CONVEX,1.333333,GREEDY,25,26,0.126437,0.361111,0.666667,0.305556,GREEDY,462
CONVEX,1.333333,GREEDY,26,27,0.154762,0.277778,0.638889,0.361111,CONVEX,214
CONVEX,1.333333,GREEDY,27,28,0.124294,0.388889,0.694444,0.305556,GREEDY,501
CONVEX,1.333333,GREEDY,28,29,0.235294,0.166667,0.666667,0.5,GREEDY,750
CONVEX,1.333333,GREEDY,29,30,0.137931,0.361111,0.694444,0.333333,R,227
CONVEX,1.333333,GREEDY,30,31,0.092308,0.444444,0.694444,0.25,R,500
CONVEX,1.333333,GREEDY,31,32,0.063492,0.527778,0.694444,0.166667,CONVEX,160
CONVEX,1.333333,GREEDY,32,33,0.160494,0.277778,0.638889,0.361111,GREEDY,534
CONVEX,1.333333,GREEDY,33,34,0.066667,0.444444,0.611111,0.166667,R,170
CONVEX,1.333333,GREEDY,34,35,0.126437,0.333333,0.638889,0.305556,R,317
CONVEX,1.333333,GREEDY,35,36,0.08046,0.416667,0.611111,0.194444,CONVEX,325
CONVEX,1.333333,GREEDY,36,37,0.16129,0.305556,0.722222,0.416667,GREEDY,672
CONVEX,1.333333,GREEDY,37,38,0.378788,0.055556,0.75,0.694444,CONVEX,469
CONVEX,1.333333,GREEDY,38,39,0.248366,0.138889,0.666667,0.527778,CONVEX,160
CONVEX,1.333333,GREEDY,39,40,0.107143,0.388889,0.638889,0.25,CONVEX,370
CONVEX,1.333333,GREEDY,40,41,0.072917,0.5,0.694444,0.194444,GREEDY,288
CONVEX,1.333333,GREEDY,41,42,0.230303,0.222222,0.75,0.527778,CONVEX,274
CONVEX,1.333333,GREEDY,42,43,0.285714,0.111111,0.777778,0.666667,R,983
CONVEX,1.333333,GREEDY,43,44,0.149425,0.333333,0.694444,0.361111,CONVEX,316
CONVEX,1.333333,GREEDY,44,45,0.11828,0.416667,0.722222,0.305556,CONVEX,364
CONVEX,1.333333,GREEDY,45,46,0.24359,0.194444,0.722222,0.527778,R,755
CONVEX,1.333333,GREEDY,46,47,0.226415,0.222222,0.722222,0.5,CONVEX,403
CONVEX,1.333333,GREEDY,47,48,0.197531,0.25,0.694444,0.444444,R,347
CONVEX,1.333333,GREEDY,48,49,0.16092,0.277778,0.666667,0.388889,CONVEX,442
CONVEX,1.333333,GREEDY,49,50,0.065574,0.5,0.666667,0.166667,CONVEX,151
CONVEX,1.333333,GREEDY,50,51,0.196721,0.25,0.75,0.5,CONVEX,115
CONVEX,1.333333,GREEDY,51,52,0.155556,0.333333,0.722222,0.388889,CONVEX,532
CONVEX,1.333333,GREEDY,52,53,0.178571,0.25,0.666667,0.416667,R,200
CONVEX,1.333333,GREEDY,53,54,0.116402,0.444444,0.75,0.305556,GREEDY,66
CONVEX,1.333333,GREEDY,54,55,0.10101,0.444444,0.722222,0.277778,GREEDY,249
CONVEX,1.333333,GREEDY,55,56,0.105263,0.361111,0.611111,0.25,CONVEX,232
CONVEX,1.333333,GREEDY,56,57,0.1,0.472222,0.722222,0.25,R,227
CONVEX,1.333333,GREEDY,57,58,0.263889,0.111111,0.638889,0.527778,GREEDY,408
CONVEX,1.333333,GREEDY,58,59,0.130952,0.361111,0.666667,0.305556,GREEDY,198
CONVEX,1.333333,GREEDY,59,60,0.301887,0.111111,0.777778,0.666667,GREEDY,144
CONVEX,1.333333,GREEDY,60,61,0.130952,0.333333,0.638889,0.305556,R,119
CONVEX,1.333333,GREEDY,61,62,0.090395,0.416667,0.638889,0.222222,R,158
CONVEX,1.333333,GREEDY,62,63,0.10929,0.416667,0.694444,0.277778,R,134
CONVEX,1.333333,GREEDY,63,64,0.179487,0.277778,0.666667,0.388889,CONVEX,682
CONVEX,1.333333,GREEDY,64,65,0.080808,0.5,0.722222,0.222222,R,77
CONVEX,1.333333,GREEDY,65,66,0.119048,0.388889,0.666667,0.277778,GREEDY,309
CONVEX,1.333333,GREEDY,66,67,0.10929,0.416667,0.694444,0.277778,R,95
CONVEX,1.333333,GREEDY,67,68,0.269231,0.111111,0.694444,0.583333,R,896
CONVEX,1.333333,GREEDY,68,69,0.181818,0.25,0.666667,0.416667,CONVEX,79
CONVEX,1.333333,GREEDY,69,70,0.163743,0.305556,0.694444,0.388889,GREEDY,129
CONVEX,1.333333,GREEDY,70,71,0.195402,0.277778,0.75,0.472222,CONVEX,388
CONVEX,1.333333,GREEDY,71,72,0.128655,0.333333,0.638889,0.305556,CONVEX,163
CONVEX,1.333333,GREEDY,72,73,0.206897,0.277778,0.777778,0.5,GREEDY,138
CONVEX,1.333333,GREEDY,73,74,0.129032,0.388889,0.722222,0.333333,GREEDY,417
CONVEX,1.333333,GREEDY,74,75,0.116402,0.388889,0.694444,0.305556,GREEDY,243
CONVEX,1.333333,GREEDY,75,76,0.218182,0.194444,0.694444,0.5,R,623
CONVEX,1.333333,GREEDY,76,77,0.112994,0.388889,0.666667,0.277778,R,233
CONVEX,1.333333,GREEDY,77,78,0.209877,0.25,0.722222,0.472222,R,275
CONVEX,1.333333,GREEDY,78,79,0.137566,0.416667,0.777778,0.361111,GREEDY,156
CONVEX,1.333333,GREEDY,79,80,0.126984,0.388889,0.722222,0.333333,CONVEX,601
CONVEX,1.333333,GREEDY,80,81,0.181818,0.277778,0.694444,0.416667,CONVEX,535
CONVEX,1.333333,GREEDY,81,82,0.133333,0.361111,0.694444,0.333333,R,464
CONVEX,1.333333,GREEDY,82,83,0.217687,0.194444,0.638889,0.444444,R,251
CONVEX,1.333333,GREEDY,83,84,0.124294,0.361111,0.666667,0.305556,R,290
CONVEX,1.333333,GREEDY,84,85,0.202381,0.25,0.722222,0.472222,CONVEX,160
CONVEX,1.333333,GREEDY,85,86,0.119048,0.388889,0.666667,0.277778,R,434
CONVEX,1.333333,GREEDY,86,87,0.126984,0.444444,0.777778,0.333333,GREEDY,315
CONVEX,1.333333,GREEDY,87,88,0.197531,0.25,0.694444,0.444444,CONVEX,604
CONVEX,1.333333,GREEDY,88,89,0.313725,0.111111,0.777778,0.666667,R,371
CONVEX,1.333333,GREEDY,89,90,0.280702,0.138889,0.805556,0.666667,CONVEX,202
CONVEX,1.333333,GREEDY,90,91,0.163934,0.333333,0.75,0.416667,R,92
CONVEX,1.333333,GREEDY,91,92,0.063492,0.472222,0.638889,0.166667,GREEDY,243
CONVEX,1.333333,GREEDY,92,93,0.122222,0.444444,0.75,0.305556,CONVEX,325
CONVEX,1.333333,GREEDY,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,127
CONVEX,1.333333,GREEDY,94,95,0.057471,0.444444,0.583333,0.138889,CONVEX,91
CONVEX,1.333333,GREEDY,95,96,0.074074,0.5,0.694444,0.194444,R,209
CONVEX,1.333333,GREEDY,96,97,0.137931,0.333333,0.666667,0.333333,R,449
CONVEX,1.333333,GREEDY,97,98,0.181818,0.25,0.666667,0.416667,CONVEX,694
CONVEX,1.333333,GREEDY,98,99,0.154762,0.305556,0.666667,0.361111,GREEDY,465
CONVEX,1.333333,GREEDY,99,100,0.16092,0.305556,0.694444,0.388889,R,497
CONVEX,1.333333,AB,0,1,0.187135,0.277778,0.722222,0.444444,R,71
CONVEX,1.333333,AB,1,2,0.185792,0.305556,0.777778,0.472222,R,86
CONVEX,1.333333,AB,2,3,0.318841,0.083333,0.694444,0.611111,R,56
CONVEX,1.333333,AB,3,4,0.10582,0.444444,0.722222,0.277778,AB,66
CONVEX,1.333333,AB,4,5,0.14359,0.416667,0.805556,0.388889,CONVEX,73
CONVEX,1.333333,AB,5,6,0.088889,0.416667,0.638889,0.222222,CONVEX,127
CONVEX,1.333333,AB,6,7,0.105263,0.388889,0.638889,0.25,AB,117
CONVEX,1.333333,AB,7,8,0.213333,0.194444,0.638889,0.444444,AB,132
CONVEX,1.333333,AB,8,9,0.136054,0.277778,0.555556,0.277778,R,86
CONVEX,1.333333,AB,9,10,0.076503,0.472222,0.666667,0.194444,CONVEX,100
CONVEX,1.333333,AB,10,11,0.20915,0.194444,0.638889,0.444444,R,86
CONVEX,1.333333,AB,11,12,0.2,0.194444,0.611111,0.416667,R,86
CONVEX,1.333333,AB,12,13,0.152047,0.305556,0.666667,0.361111,AB,93
CONVEX,1.333333,AB,13,14,0.25641,0.138889,0.694444,0.555556,R,68
CONVEX,1.333333,AB,14,15,0.141026,0.305556,0.611111,0.305556,R,95
CONVEX,1.333333,AB,15,16,0.122222,0.361111,0.666667,0.305556,R,116
CONVEX,1.333333,AB,16,17,0.181818,0.25,0.666667,0.416667,CONVEX,85
CONVEX,1.333333,AB,17,18,0.075269,0.472222,0.666667,0.194444,R,80
CONVEX,1.333333,AB,18,19,0.130952,0.333333,0.638889,0.305556,CONVEX,82
CONVEX,1.333333,AB,19,20,0.213836,0.25,0.722222,0.472222,CONVEX,73
CONVEX,1.333333,AB,20,21,0.020513,0.583333,0.638889,0.055556,AB,102
CONVEX,1.333333,AB,21,22,0.079096,0.416667,0.611111,0.194444,R,71
CONVEX,1.333333,AB,22,23,0.054645,0.5,0.638889,0.138889,AB,135
CONVEX,1.333333,AB,23,24,0.202381,0.222222,0.694444,0.472222,CONVEX,115
CONVEX,1.333333,AB,24,25,0.222222,0.194444,0.694444,0.5,AB,69
CONVEX,1.333333,AB,25,26,0.116959,0.361111,0.638889,0.277778,CONVEX,43
CONVEX,1.333333,AB,26,27,0.156863,0.277778,0.611111,0.333333,CONVEX,64
CONVEX,1.333333,AB,27,28,0.045977,0.472222,0.583333,0.111111,R,110
CONVEX,1.333333,AB,28,29,0.183007,0.222222,0.611111,0.388889,CONVEX,73
CONVEX,1.333333,AB,29,30,0.137931,0.361111,0.694444,0.333333,CONVEX,94
CONVEX,1.333333,AB,30,31,0.121212,0.416667,0.694444,0.277778,AB,60
CONVEX,1.333333,AB,31,32,0.087432,0.472222,0.694444,0.222222,R,131
CONVEX,1.333333,AB,32,33,0.150943,0.277778,0.611111,0.333333,CONVEX,76
CONVEX,1.333333,AB,33,34,0.124294,0.361111,0.666667,0.305556,CONVEX,76
CONVEX,1.333333,AB,34,35,0.103448,0.388889,0.638889,0.25,CONVEX,49
CONVEX,1.333333,AB,35,36,0.141026,0.277778,0.583333,0.305556,AB,69
CONVEX,1.333333,AB,36,37,0.16129,0.305556,0.722222,0.416667,CONVEX,58
CONVEX,1.333333,AB,37,38,0.372093,0.055556,0.722222,0.666667,CONVEX,103
CONVEX,1.333333,AB,38,39,0.157576,0.277778,0.638889,0.361111,AB,51
CONVEX,1.333333,AB,39,40,0.117647,0.305556,0.555556,0.25,AB,75
CONVEX,1.333333,AB,40,41,0.091954,0.388889,0.611111,0.222222,R,56
CONVEX,1.333333,AB,41,42,0.205128,0.222222,0.666667,0.444444,CONVEX,58
CONVEX,1.333333,AB,42,43,0.285714,0.111111,0.777778,0.666667,AB,144
CONVEX,1.333333,AB,43,44,0.130952,0.333333,0.638889,0.305556,AB,69
CONVEX,1.333333,AB,44,45,0.140351,0.333333,0.666667,0.333333,R,59
CONVEX,1.333333,AB,45,46,0.217949,0.194444,0.666667,0.472222,AB,96
CONVEX,1.333333,AB,46,47,0.235294,0.194444,0.694444,0.5,AB,105
CONVEX,1.333333,AB,47,48,0.197531,0.25,0.694444,0.444444,CONVEX,64
CONVEX,1.333333,AB,48,49,0.154762,0.277778,0.638889,0.361111,AB,90
CONVEX,1.333333,AB,49,50,0.056497,0.472222,0.611111,0.138889,R,110
CONVEX,1.333333,AB,50,51,0.196721,0.25,0.75,0.5,R,74
CONVEX,1.333333,AB,51,52,0.175439,0.277778,0.694444,0.416667,AB,108
