lineup_type,lambda,selfish_agent,game_idx,seed,prod_gini,prod_min,prod_max,prod_range,winner_agent,num_turns
CONVEX,0.444444,AB,70,71,0.175439,0.277778,0.694444,0.416667,AB,54
CONVEX,0.444444,AB,71,72,0.066667,0.444444,0.611111,0.166667,R,74
CONVEX,0.444444,AB,72,73,0.201258,0.305556,0.75,0.444444,AB,39
CONVEX,0.444444,AB,73,74,0.185185,0.222222,0.638889,0.416667,CONVEX,46
CONVEX,0.444444,AB,74,75,0.1,0.388889,0.638889,0.25,R,77
CONVEX,0.444444,AB,75,76,0.17284,0.277778,0.666667,0.388889,R,98
CONVEX,0.444444,AB,76,77,0.1,0.388889,0.638889,0.25,R,56
CONVEX,0.444444,AB,77,78,0.32,0.055556,0.722222,0.666667,R,95
CONVEX,0.444444,AB,78,79,0.079096,0.472222,0.666667,0.194444,AB,54
CONVEX,0.444444,AB,79,80,0.126984,0.388889,0.722222,0.333333,R,83
CONVEX,0.444444,AB,80,81,0.150943,0.277778,0.611111,0.333333,CONVEX,76
CONVEX,0.444444,AB,81,82,0.130952,0.333333,0.638889,0.305556,AB,111
CONVEX,0.444444,AB,82,83,0.163522,0.25,0.611111,0.361111,R,104
CONVEX,0.444444,AB,83,84,0.114943,0.361111,0.638889,0.277778,CONVEX,100
CONVEX,0.444444,AB,84,85,0.202381,0.25,0.722222,0.472222,R,89
CONVEX,0.444444,AB,85,86,0.166667,0.25,0.611111,0.361111,AB,75
CONVEX,0.444444,AB,86,87,0.065574,0.5,0.666667,0.166667,R,80
CONVEX,0.444444,AB,87,88,0.235294,0.166667,0.666667,0.5,AB,93
CONVEX,0.444444,AB,88,89,0.27673,0.111111,0.722222,0.611111,AB,84
CONVEX,0.444444,AB,89,90,0.264368,0.138889,0.777778,0.638889,R,71
CONVEX,0.444444,AB,90,91,0.218182,0.194444,0.694444,0.5,R,38
CONVEX,0.444444,AB,91,92,0.035088,0.472222,0.555556,0.083333,R,71
CONVEX,0.444444,AB,92,93,0.067797,0.444444,0.611111,0.166667,R,80
CONVEX,0.444444,AB,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,91
CONVEX,0.444444,AB,94,95,0.183007,0.222222,0.611111,0.388889,CONVEX,178
CONVEX,0.444444,AB,95,96,0.054645,0.5,0.638889,0.138889,R,77
CONVEX,0.444444,AB,96,97,0.123457,0.333333,0.611111,0.277778,AB,99
CONVEX,0.444444,AB,97,98,0.27451,0.138889,0.722222,0.583333,AB,51
CONVEX,0.444444,AB,98,99,0.053763,0.5,0.638889,0.138889,R,137
CONVEX,0.444444,AB,99,100,0.213836,0.222222,0.694444,0.472222,AB,54
CONVEX,0.444444,MCTS,0,1,0.222222,0.194444,0.638889,0.444444,CONVEX,118
CONVEX,0.444444,MCTS,1,2,0.244898,0.194444,0.694444,0.5,CONVEX,112
CONVEX,0.444444,MCTS,2,3,0.125786,0.333333,0.611111,0.277778,MCTS,396
CONVEX,0.444444,MCTS,3,4,0.130952,0.388889,0.694444,0.305556,R,272
CONVEX,0.444444,MCTS,4,5,0.253333,0.222222,0.75,0.527778,R,482
CONVEX,0.444444,MCTS,5,6,0.163265,0.277778,0.611111,0.333333,R,125
CONVEX,0.444444,MCTS,6,7,0.067797,0.472222,0.638889,0.166667,MCTS,186
CONVEX,0.444444,MCTS,7,8,0.222222,0.194444,0.638889,0.444444,MCTS,342
CONVEX,0.444444,MCTS,8,9,0.242424,0.166667,0.611111,0.444444,R,251
CONVEX,0.444444,MCTS,9,10,0.17284,0.305556,0.694444,0.388889,CONVEX,178
CONVEX,0.444444,MCTS,10,11,0.2,0.25,0.666667,0.416667,R,332
CONVEX,0.444444,MCTS,11,12,0.179487,0.222222,0.611111,0.388889,R,437
CONVEX,0.444444,MCTS,12,13,0.173333,0.305556,0.666667,0.361111,R,272
CONVEX,0.444444,MCTS,13,14,0.269504,0.111111,0.638889,0.527778,R,194
CONVEX,0.444444,MCTS,14,15,0.205128,0.222222,0.666667,0.444444,R,494
CONVEX,0.444444,MCTS,15,16,0.310078,0.166667,0.722222,0.555556,R,512
CONVEX,0.444444,MCTS,16,17,0.095238,0.361111,0.555556,0.194444,CONVEX,490
CONVEX,0.444444,MCTS,17,18,0.123457,0.361111,0.638889,0.277778,R,215
CONVEX,0.444444,MCTS,18,19,0.212766,0.166667,0.583333,0.416667,CONVEX,178
CONVEX,0.444444,MCTS,19,20,0.060606,0.444444,0.583333,0.138889,CONVEX,277
CONVEX,0.444444,MCTS,20,21,0.095238,0.444444,0.666667,0.222222,R,323
CONVEX,0.444444,MCTS,21,22,0.190476,0.222222,0.555556,0.333333,R,254
CONVEX,0.444444,MCTS,22,23,0.081633,0.388889,0.555556,0.166667,CONVEX,160
CONVEX,0.444444,MCTS,23,24,0.193939,0.222222,0.666667,0.444444,CONVEX,193
CONVEX,0.444444,MCTS,24,25,0.157576,0.277778,0.638889,0.361111,R,269
CONVEX,0.444444,MCTS,25,26,0.217687,0.194444,0.638889,0.444444,R,374
CONVEX,0.444444,MCTS,26,27,0.177778,0.277778,0.611111,0.333333,MCTS,234
CONVEX,0.444444,MCTS,27,28,0.163265,0.277778,0.611111,0.333333,MCTS,579
CONVEX,0.444444,MCTS,28,29,0.194444,0.222222,0.611111,0.388889,MCTS,429
CONVEX,0.444444,MCTS,29,30,0.196078,0.25,0.666667,0.416667,CONVEX,436
CONVEX,0.444444,MCTS,30,31,0.145455,0.305556,0.638889,0.333333,CONVEX,97
CONVEX,0.444444,MCTS,31,32,0.183007,0.277778,0.666667,0.388889,MCTS,258
CONVEX,0.444444,MCTS,32,33,0.190476,0.222222,0.611111,0.388889,R,110
CONVEX,0.444444,MCTS,33,34,0.115385,0.361111,0.611111,0.25,CONVEX,391
CONVEX,0.444444,MCTS,34,35,0.230769,0.194444,0.694444,0.5,CONVEX,178
CONVEX,0.444444,MCTS,35,36,0.128205,0.333333,0.611111,0.277778,MCTS,213
CONVEX,0.444444,MCTS,36,37,0.222222,0.166667,0.638889,0.472222,CONVEX,178
CONVEX,0.444444,MCTS,37,38,0.281481,0.166667,0.694444,0.527778,CONVEX,355
CONVEX,0.444444,MCTS,38,39,0.125786,0.361111,0.638889,0.277778,MCTS,345
CONVEX,0.444444,MCTS,39,40,0.130435,0.305556,0.555556,0.25,MCTS,282
CONVEX,0.444444,MCTS,40,41,0.125786,0.333333,0.611111,0.277778,R,461
CONVEX,0.444444,MCTS,41,42,0.213333,0.194444,0.638889,0.444444,CONVEX,277
CONVEX,0.444444,MCTS,42,43,0.188406,0.305556,0.666667,0.361111,CONVEX,142
CONVEX,0.444444,MCTS,43,44,0.213333,0.277778,0.722222,0.444444,MCTS,237
CONVEX,0.444444,MCTS,44,45,0.130952,0.333333,0.638889,0.305556,R,374
CONVEX,0.444444,MCTS,45,46,0.106667,0.361111,0.583333,0.222222,MCTS,249
CONVEX,0.444444,MCTS,46,47,0.192308,0.222222,0.638889,0.416667,MCTS,321
CONVEX,0.444444,MCTS,47,48,0.121212,0.333333,0.611111,0.277778,CONVEX,100
CONVEX,0.444444,MCTS,48,49,0.22695,0.25,0.694444,0.444444,R,440
CONVEX,0.444444,MCTS,49,50,0.119048,0.388889,0.666667,0.277778,R,122
CONVEX,0.444444,MCTS,50,51,0.222222,0.25,0.75,0.5,R,494
CONVEX,0.444444,MCTS,51,52,0.196078,0.277778,0.694444,0.416667,R,92
CONVEX,0.444444,MCTS,52,53,0.104575,0.388889,0.611111,0.222222,MCTS,324
CONVEX,0.444444,MCTS,53,54,0.087432,0.444444,0.666667,0.222222,CONVEX,157
CONVEX,0.444444,MCTS,54,55,0.172414,0.388889,0.805556,0.416667,R,416
CONVEX,0.444444,MCTS,55,56,0.184397,0.222222,0.583333,0.361111,CONVEX,349
CONVEX,0.444444,MCTS,56,57,0.190476,0.25,0.694444,0.444444,MCTS,312
CONVEX,0.444444,MCTS,57,58,0.231293,0.194444,0.666667,0.472222,CONVEX,322
CONVEX,0.444444,MCTS,58,59,0.163265,0.25,0.583333,0.333333,R,263
CONVEX,0.444444,MCTS,59,60,0.183007,0.222222,0.611111,0.388889,R,137
CONVEX,0.444444,MCTS,60,61,0.119048,0.361111,0.638889,0.277778,MCTS,213
CONVEX,0.444444,MCTS,61,62,0.222222,0.138889,0.555556,0.416667,CONVEX,481
CONVEX,0.444444,MCTS,62,63,0.196078,0.25,0.666667,0.416667,R,128
CONVEX,0.444444,MCTS,63,64,0.093333,0.388889,0.583333,0.194444,MCTS,204
CONVEX,0.444444,MCTS,64,65,0.119048,0.333333,0.611111,0.277778,R,278
CONVEX,0.444444,MCTS,65,66,0.128205,0.361111,0.638889,0.277778,MCTS,417
CONVEX,0.444444,MCTS,66,67,0.291667,0.111111,0.694444,0.583333,R,128
CONVEX,0.444444,MCTS,67,68,0.111111,0.361111,0.611111,0.25,CONVEX,274
CONVEX,0.444444,MCTS,68,69,0.109091,0.361111,0.611111,0.25,R,242
CONVEX,0.444444,MCTS,69,70,0.169935,0.277778,0.638889,0.361111,CONVEX,181
CONVEX,0.444444,MCTS,70,71,0.061728,0.444444,0.583333,0.138889,CONVEX,241
CONVEX,0.444444,MCTS,71,72,0.062893,0.416667,0.555556,0.138889,CONVEX,163
CONVEX,0.444444,MCTS,72,73,0.190476,0.222222,0.666667,0.444444,MCTS,195
CONVEX,0.444444,MCTS,73,74,0.078431,0.416667,0.583333,0.166667,CONVEX,442
CONVEX,0.444444,MCTS,74,75,0.176871,0.305556,0.666667,0.361111,R,272
CONVEX,0.444444,MCTS,75,76,0.202899,0.194444,0.583333,0.388889,MCTS,108
CONVEX,0.444444,MCTS,76,77,0.130719,0.361111,0.638889,0.277778,R,296
CONVEX,0.444444,MCTS,77,78,0.116959,0.388889,0.666667,0.277778,CONVEX,142
CONVEX,0.444444,MCTS,78,79,0.102564,0.444444,0.722222,0.277778,MCTS,219
CONVEX,0.444444,MCTS,79,80,0.111111,0.444444,0.722222,0.277778,MCTS,300
CONVEX,0.444444,MCTS,80,81,0.126437,0.361111,0.666667,0.305556,R,395
CONVEX,0.444444,MCTS,81,82,0.226667,0.194444,0.666667,0.472222,CONVEX,145
CONVEX,0.444444,MCTS,82,83,0.173913,0.277778,0.611111,0.333333,R,680
CONVEX,0.444444,MCTS,83,84,0.100629,0.361111,0.583333,0.222222,MCTS,162
CONVEX,0.444444,MCTS,84,85,0.188679,0.277778,0.694444,0.416667,R,125
CONVEX,0.444444,MCTS,85,86,0.170543,0.25,0.555556,0.305556,MCTS,723
CONVEX,0.444444,MCTS,86,87,0.206061,0.25,0.722222,0.472222,R,68
CONVEX,0.444444,MCTS,87,88,0.16,0.333333,0.666667,0.333333,MCTS,342
CONVEX,0.444444,MCTS,88,89,0.27451,0.138889,0.722222,0.583333,MCTS,177
CONVEX,0.444444,MCTS,89,90,0.17284,0.305556,0.694444,0.388889,CONVEX,151
CONVEX,0.444444,MCTS,90,91,0.045198,0.5,0.611111,0.111111,MCTS,204
CONVEX,0.444444,MCTS,91,92,0.111111,0.388889,0.638889,0.25,MCTS,114
CONVEX,0.444444,MCTS,92,93,0.209877,0.25,0.722222,0.472222,R,659
CONVEX,0.444444,MCTS,93,94,0.119048,0.361111,0.638889,0.277778,MCTS,198
CONVEX,0.444444,MCTS,94,95,0.111111,0.333333,0.583333,0.25,MCTS,135
CONVEX,0.444444,MCTS,95,96,0.066667,0.472222,0.638889,0.166667,R,278
CONVEX,0.444444,MCTS,96,97,0.089744,0.416667,0.611111,0.194444,R,275
CONVEX,0.444444,MCTS,97,98,0.156028,0.25,0.555556,0.305556,MCTS,564
CONVEX,0.444444,MCTS,98,99,0.121212,0.361111,0.638889,0.277778,R,392
CONVEX,0.444444,MCTS,99,100,0.226415,0.194444,0.694444,0.5,MCTS,135
CONVEX,0.444444,VALUE,0,1,0.137931,0.388889,0.722222,0.333333,R,80
CONVEX,0.444444,VALUE,1,2,0.185792,0.305556,0.777778,0.472222,R,95
CONVEX,0.444444,VALUE,2,3,0.304348,0.083333,0.666667,0.583333,R,113
CONVEX,0.444444,VALUE,3,4,0.133333,0.361111,0.722222,0.361111,VALUE,135
CONVEX,0.444444,VALUE,4,5,0.119403,0.416667,0.75,0.333333,CONVEX,160
CONVEX,0.444444,VALUE,5,6,0.153846,0.277778,0.611111,0.333333,CONVEX,94
CONVEX,0.444444,VALUE,6,7,0.08642,0.388889,0.583333,0.194444,VALUE,81
CONVEX,0.444444,VALUE,7,8,0.213333,0.194444,0.638889,0.444444,VALUE,153
CONVEX,0.444444,VALUE,8,9,0.136054,0.277778,0.555556,0.277778,R,104
CONVEX,0.444444,VALUE,9,10,0.074074,0.472222,0.666667,0.194444,CONVEX,142
CONVEX,0.444444,VALUE,10,11,0.20915,0.194444,0.638889,0.444444,R,68
CONVEX,0.444444,VALUE,11,12,0.2,0.194444,0.611111,0.416667,R,62
CONVEX,0.444444,VALUE,12,13,0.163743,0.305556,0.694444,0.388889,R,95
CONVEX,0.444444,VALUE,13,14,0.24359,0.138889,0.666667,0.527778,R,53
CONVEX,0.444444,VALUE,14,15,0.135802,0.305556,0.611111,0.305556,R,86
CONVEX,0.444444,VALUE,15,16,0.183908,0.277778,0.722222,0.444444,R,92
CONVEX,0.444444,VALUE,16,17,0.176101,0.25,0.638889,0.388889,CONVEX,106
CONVEX,0.444444,VALUE,17,18,0.065574,0.472222,0.638889,0.166667,R,65
CONVEX,0.444444,VALUE,18,19,0.128655,0.333333,0.638889,0.305556,CONVEX,91
CONVEX,0.444444,VALUE,19,20,0.231293,0.138889,0.611111,0.472222,CONVEX,112
CONVEX,0.444444,VALUE,20,21,0.056497,0.472222,0.611111,0.138889,VALUE,72
CONVEX,0.444444,VALUE,21,22,0.153846,0.277778,0.611111,0.333333,R,80
CONVEX,0.444444,VALUE,22,23,0.043011,0.527778,0.638889,0.111111,VALUE,72
CONVEX,0.444444,VALUE,23,24,0.169492,0.277778,0.694444,0.416667,CONVEX,31
CONVEX,0.444444,VALUE,24,25,0.213836,0.194444,0.666667,0.472222,VALUE,60
CONVEX,0.444444,VALUE,25,26,0.140351,0.333333,0.666667,0.333333,CONVEX,118
CONVEX,0.444444,VALUE,26,27,0.156863,0.277778,0.611111,0.333333,CONVEX,88
CONVEX,0.444444,VALUE,27,28,0.055556,0.472222,0.611111,0.138889,R,95
CONVEX,0.444444,VALUE,28,29,0.179487,0.222222,0.611111,0.388889,CONVEX,70
CONVEX,0.444444,VALUE,29,30,0.064516,0.472222,0.638889,0.166667,CONVEX,76
CONVEX,0.444444,VALUE,30,31,0.061538,0.527778,0.694444,0.166667,VALUE,48
CONVEX,0.444444,VALUE,31,32,0.052083,0.527778,0.666667,0.138889,R,149
CONVEX,0.444444,VALUE,32,33,0.150943,0.277778,0.611111,0.333333,CONVEX,58
CONVEX,0.444444,VALUE,33,34,0.109091,0.361111,0.611111,0.25,CONVEX,61
CONVEX,0.444444,VALUE,34,35,0.126437,0.333333,0.638889,0.305556,CONVEX,49
CONVEX,0.444444,VALUE,35,36,0.098765,0.361111,0.583333,0.222222,VALUE,72
CONVEX,0.444444,VALUE,36,37,0.166667,0.305556,0.722222,0.416667,CONVEX,49
CONVEX,0.444444,VALUE,37,38,0.272109,0.111111,0.666667,0.555556,CONVEX,76
CONVEX,0.444444,VALUE,38,39,0.157576,0.277778,0.638889,0.361111,VALUE,57
CONVEX,0.444444,VALUE,39,40,0.117647,0.305556,0.555556,0.25,VALUE,204
CONVEX,0.444444,VALUE,40,41,0.093567,0.388889,0.611111,0.222222,R,62
CONVEX,0.444444,VALUE,41,42,0.22619,0.222222,0.75,0.527778,CONVEX,100
CONVEX,0.444444,VALUE,42,43,0.169312,0.333333,0.777778,0.444444,VALUE,138
CONVEX,0.444444,VALUE,43,44,0.160494,0.277778,0.638889,0.361111,VALUE,141
CONVEX,0.444444,VALUE,44,45,0.107527,0.416667,0.694444,0.277778,R,62
CONVEX,0.444444,VALUE,45,46,0.190476,0.194444,0.583333,0.388889,VALUE,84
CONVEX,0.444444,VALUE,46,47,0.205128,0.194444,0.638889,0.444444,VALUE,87
CONVEX,0.444444,VALUE,47,48,0.166667,0.25,0.611111,0.361111,CONVEX,73
CONVEX,0.444444,VALUE,48,49,0.172414,0.277778,0.694444,0.416667,VALUE,93
CONVEX,0.444444,VALUE,49,50,0.076503,0.472222,0.666667,0.194444,R,86
CONVEX,0.444444,VALUE,50,51,0.290909,0.083333,0.75,0.666667,R,65
CONVEX,0.444444,VALUE,51,52,0.175439,0.277778,0.694444,0.416667,VALUE,84
CONVEX,0.444444,VALUE,52,53,0.206061,0.194444,0.666667,0.472222,CONVEX,76
CONVEX,0.444444,VALUE,53,54,0.163934,0.333333,0.75,0.416667,VALUE,45
CONVEX,0.444444,VALUE,54,55,0.185792,0.277778,0.75,0.472222,R,167
CONVEX,0.444444,VALUE,55,56,0.154762,0.305556,0.666667,0.361111,CONVEX,73
CONVEX,0.444444,VALUE,56,57,0.069652,0.5,0.694444,0.194444,VALUE,78
CONVEX,0.444444,VALUE,57,58,0.257576,0.111111,0.583333,0.472222,CONVEX,97
CONVEX,0.444444,VALUE,58,59,0.111111,0.361111,0.611111,0.25,R,92
CONVEX,0.444444,VALUE,59,60,0.289308,0.111111,0.75,0.638889,R,47
CONVEX,0.444444,VALUE,60,61,0.145455,0.305556,0.638889,0.333333,VALUE,72
CONVEX,0.444444,VALUE,61,62,0.072727,0.416667,0.583333,0.166667,CONVEX,70
CONVEX,0.444444,VALUE,62,63,0.1,0.416667,0.666667,0.25,R,56
CONVEX,0.444444,VALUE,63,64,0.166667,0.277778,0.638889,0.361111,VALUE,57
CONVEX,0.444444,VALUE,64,65,0.080808,0.5,0.722222,0.222222,R,62
CONVEX,0.444444,VALUE,65,66,0.041026,0.527778,0.638889,0.111111,VALUE,81
CONVEX,0.444444,VALUE,66,67,0.064516,0.472222,0.638889,0.166667,R,50
CONVEX,0.444444,VALUE,67,68,0.272109,0.111111,0.666667,0.555556,VALUE,153
CONVEX,0.444444,VALUE,68,69,0.181818,0.25,0.666667,0.416667,CONVEX,58
CONVEX,0.444444,VALUE,69,70,0.158192,0.305556,0.694444,0.388889,VALUE,87
CONVEX,0.444444,VALUE,70,71,0.175439,0.277778,0.694444,0.416667,VALUE,66
CONVEX,0.444444,VALUE,71,72,0.066667,0.444444,0.611111,0.166667,R,71
CONVEX,0.444444,VALUE,72,73,0.201258,0.305556,0.75,0.444444,VALUE,51
CONVEX,0.444444,VALUE,73,74,0.091954,0.388889,0.611111,0.222222,CONVEX,64
CONVEX,0.444444,VALUE,74,75,0.1,0.388889,0.638889,0.25,R,50
CONVEX,0.444444,VALUE,75,76,0.17284,0.277778,0.666667,0.388889,R,47
CONVEX,0.444444,VALUE,76,77,0.1,0.388889,0.638889,0.25,R,98
CONVEX,0.444444,VALUE,77,78,0.32,0.055556,0.722222,0.666667,R,116
CONVEX,0.444444,VALUE,78,79,0.079096,0.472222,0.666667,0.194444,VALUE,57
CONVEX,0.444444,VALUE,79,80,0.126984,0.388889,0.722222,0.333333,R,71
CONVEX,0.444444,VALUE,80,81,0.150943,0.277778,0.611111,0.333333,CONVEX,76
CONVEX,0.444444,VALUE,81,82,0.130952,0.333333,0.638889,0.305556,VALUE,138
CONVEX,0.444444,VALUE,82,83,0.163522,0.25,0.611111,0.361111,R,83
CONVEX,0.444444,VALUE,83,84,0.114943,0.361111,0.638889,0.277778,CONVEX,103
CONVEX,0.444444,VALUE,84,85,0.202381,0.25,0.722222,0.472222,R,65
CONVEX,0.444444,VALUE,85,86,0.166667,0.25,0.611111,0.361111,VALUE,78
CONVEX,0.444444,VALUE,86,87,0.107527,0.444444,0.722222,0.277778,R,101
CONVEX,0.444444,VALUE,87,88,0.235294,0.166667,0.666667,0.5,VALUE,57
CONVEX,0.444444,VALUE,88,89,0.27673,0.111111,0.722222,0.611111,VALUE,54
CONVEX,0.444444,VALUE,89,90,0.264368,0.138889,0.777778,0.638889,R,68
CONVEX,0.444444,VALUE,90,91,0.218182,0.194444,0.694444,0.5,R,65
CONVEX,0.444444,VALUE,91,92,0.035088,0.472222,0.555556,0.083333,R,83
CONVEX,0.444444,VALUE,92,93,0.098361,0.416667,0.666667,0.25,R,71
CONVEX,0.444444,VALUE,93,94,0.154762,0.305556,0.666667,0.361111,CONVEX,52
CONVEX,0.444444,VALUE,94,95,0.183007,0.222222,0.611111,0.388889,CONVEX,127
CONVEX,0.444444,VALUE,95,96,0.054645,0.5,0.638889,0.138889,R,98
CONVEX,0.444444,VALUE,96,97,0.113208,0.333333,0.583333,0.25,VALUE,114
CONVEX,0.444444,VALUE,97,98,0.27451,0.138889,0.722222,0.583333,VALUE,72
CONVEX,0.444444,VALUE,98,99,0.053763,0.5,0.638889,0.138889,R,146
CONVEX,0.444444,VALUE,99,100,0.213836,0.222222,0.694444,0.472222,VALUE,57
CONVEX,0.444444,WR,0,1,0.144928,0.305556,0.583333,0.277778,R,278
CONVEX,0.444444,WR,1,2,0.222222,0.25,0.694444,0.444444,CONVEX,109
CONVEX,0.444444,WR,2,3,0.237037,0.166667,0.611111,0.444444,WR,417
CONVEX,0.444444,WR,3,4,0.163522,0.361111,0.722222,0.361111,WR,231
CONVEX,0.444444,WR,4,5,0.346667,0.027778,0.75,0.722222,R,329
CONVEX,0.444444,WR,5,6,0.098765,0.388889,0.611111,0.222222,R,131
CONVEX,0.444444,WR,6,7,0.184397,0.277778,0.638889,0.361111,R,278
CONVEX,0.444444,WR,7,8,0.292683,0.083333,0.583333,0.5,WR,318
CONVEX,0.444444,WR,8,9,0.216216,0.222222,0.555556,0.333333,R,290
CONVEX,0.444444,WR,9,10,0.207407,0.25,0.638889,0.388889,CONVEX,565
CONVEX,0.444444,WR,10,11,0.18018,0.25,0.527778,0.277778,CONVEX,472
CONVEX,0.444444,WR,11,12,0.25641,0.166667,0.583333,0.416667,R,341
CONVEX,0.444444,WR,12,13,0.186667,0.305556,0.694444,0.388889,WR,228
CONVEX,0.444444,WR,13,14,0.288288,0.166667,0.611111,0.444444,WR,486
CONVEX,0.444444,WR,14,15,0.093333,0.388889,0.583333,0.194444,R,341
CONVEX,0.444444,WR,15,16,0.266667,0.222222,0.722222,0.5,R,350
CONVEX,0.444444,WR,16,17,0.106667,0.388889,0.611111,0.222222,WR,186
CONVEX,0.444444,WR,17,18,0.075269,0.472222,0.666667,0.194444,R,140
CONVEX,0.444444,WR,18,19,0.237037,0.25,0.694444,0.444444,CONVEX,397
CONVEX,0.444444,WR,19,20,0.166667,0.277778,0.611111,0.333333,CONVEX,316
CONVEX,0.444444,WR,20,21,0.176871,0.305556,0.666667,0.361111,WR,177
CONVEX,0.444444,WR,21,22,0.12,0.361111,0.611111,0.25,WR,498
CONVEX,0.444444,WR,22,23,0.062893,0.416667,0.555556,0.138889,WR,216
CONVEX,0.444444,WR,23,24,0.342342,0.166667,0.694444,0.527778,NONE,1000
CONVEX,0.444444,WR,24,25,0.163522,0.25,0.611111,0.361111,WR,93
CONVEX,0.444444,WR,25,26,0.177778,0.277778,0.611111,0.333333,CONVEX,340
CONVEX,0.444444,WR,26,27,0.34188,0.138889,0.694444,0.555556,CONVEX,349
CONVEX,0.444444,WR,27,28,0.106667,0.388889,0.611111,0.222222,WR,282
CONVEX,0.444444,WR,28,29,0.150943,0.277778,0.611111,0.333333,R,329
CONVEX,0.444444,WR,29,30,0.115942,0.305556,0.527778,0.222222,R,413
CONVEX,0.444444,WR,30,31,0.125786,0.305556,0.583333,0.277778,WR,192
CONVEX,0.444444,WR,31,32,0.128655,0.361111,0.666667,0.305556,WR,219
CONVEX,0.444444,WR,32,33,0.20155,0.25,0.611111,0.361111,WR,369
CONVEX,0.444444,WR,33,34,0.141844,0.333333,0.611111,0.277778,CONVEX,217
CONVEX,0.444444,WR,34,35,0.231293,0.166667,0.638889,0.472222,CONVEX,199
CONVEX,0.444444,WR,35,36,0.08642,0.388889,0.583333,0.194444,WR,201
CONVEX,0.444444,WR,36,37,0.183007,0.25,0.638889,0.388889,CONVEX,49
CONVEX,0.444444,WR,37,38,0.419048,0.083333,0.694444,0.611111,CONVEX,886
CONVEX,0.444444,WR,38,39,0.190476,0.277778,0.611111,0.333333,CONVEX,169
CONVEX,0.444444,WR,39,40,0.253968,0.166667,0.611111,0.444444,CONVEX,193
CONVEX,0.444444,WR,40,41,0.105263,0.388889,0.638889,0.25,R,380
CONVEX,0.444444,WR,41,42,0.198582,0.25,0.638889,0.388889,R,293
CONVEX,0.444444,WR,42,43,0.086022,0.472222,0.694444,0.222222,R,140
CONVEX,0.444444,WR,43,44,0.026667,0.444444,0.5,0.055556,WR,129
CONVEX,0.444444,WR,44,45,0.137931,0.361111,0.694444,0.333333,R,98
CONVEX,0.444444,WR,45,46,0.212766,0.194444,0.611111,0.416667,CONVEX,271
CONVEX,0.444444,WR,46,47,0.272727,0.138889,0.638889,0.5,CONVEX,220
CONVEX,0.444444,WR,47,48,0.242424,0.194444,0.638889,0.444444,CONVEX,175
CONVEX,0.444444,WR,48,49,0.148148,0.361111,0.694444,0.333333,WR,222
CONVEX,0.444444,WR,49,50,0.166667,0.277778,0.583333,0.305556,R,467
CONVEX,0.444444,WR,50,51,0.333333,0.138889,0.666667,0.527778,CONVEX,73
CONVEX,0.444444,WR,51,52,0.217391,0.25,0.666667,0.416667,WR,339
CONVEX,0.444444,WR,52,53,0.37037,0.083333,0.638889,0.555556,R,182
CONVEX,0.444444,WR,53,54,0.166667,0.333333,0.666667,0.333333,WR,387
CONVEX,0.444444,WR,54,55,0.143791,0.361111,0.666667,0.305556,R,221
CONVEX,0.444444,WR,55,56,0.12,0.361111,0.611111,0.25,WR,171
CONVEX,0.444444,WR,56,57,0.237037,0.222222,0.666667,0.444444,WR,279
CONVEX,0.444444,WR,57,58,0.170543,0.277778,0.583333,0.305556,CONVEX,430
CONVEX,0.444444,WR,58,59,0.083333,0.388889,0.555556,0.166667,R,263
CONVEX,0.444444,WR,59,60,0.136054,0.305556,0.583333,0.277778,CONVEX,244
CONVEX,0.444444,WR,60,61,0.150943,0.305556,0.638889,0.333333,WR,165
CONVEX,0.444444,WR,61,62,0.060606,0.444444,0.583333,0.138889,WR,306
CONVEX,0.444444,WR,62,63,0.10929,0.416667,0.694444,0.277778,WR,105
CONVEX,0.444444,WR,63,64,0.212121,0.194444,0.583333,0.388889,CONVEX,373
CONVEX,0.444444,WR,64,65,0.179487,0.333333,0.722222,0.388889,WR,159
CONVEX,0.444444,WR,65,66,0.113208,0.388889,0.638889,0.25,WR,174
CONVEX,0.444444,WR,66,67,0.222222,0.25,0.694444,0.444444,CONVEX,172
CONVEX,0.444444,WR,67,68,0.190476,0.222222,0.611111,0.388889,CONVEX,754
CONVEX,0.444444,WR,68,69,0.324324,0.138889,0.638889,0.5,CONVEX,316
CONVEX,0.444444,WR,69,70,0.119048,0.361111,0.638889,0.277778,WR,141
CONVEX,0.444444,WR,70,71,0.294574,0.055556,0.583333,0.527778,WR,165
CONVEX,0.444444,WR,71,72,0.180556,0.305556,0.666667,0.361111,CONVEX,235
CONVEX,0.444444,WR,72,73,0.194444,0.305556,0.694444,0.388889,R,251
CONVEX,0.444444,WR,73,74,0.20155,0.25,0.611111,0.361111,R,203
CONVEX,0.444444,WR,74,75,0.166667,0.333333,0.666667,0.333333,WR,180
CONVEX,0.444444,WR,75,76,0.351852,0.083333,0.611111,0.527778,CONVEX,343
CONVEX,0.444444,WR,76,77,0.048485,0.472222,0.583333,0.111111,CONVEX,172
CONVEX,0.444444,WR,77,78,0.202899,0.277778,0.666667,0.388889,CONVEX,202
CONVEX,0.444444,WR,78,79,0.137931,0.388889,0.722222,0.333333,WR,114
CONVEX,0.444444,WR,79,80,0.126437,0.416667,0.722222,0.305556,CONVEX,283
