method,lambda,n,gini_mean,gini_ci_low,gini_ci_high,max_min_ratio_mean,max_min_ratio_ci_low,max_min_ratio_ci_high,total_expected_production_mean,total_expected_production_ci_low,total_expected_production_ci_high,mean_entropy_mean,mean_entropy_ci_low,mean_entropy_ci_high
RANDOM,0.8888888888888888,20,0.17034987338886812,0.1370565334179921,0.21014708229652854,2.5054256854256853,1.9802694805194803,3.1545238095238095,1.0541666666666667,0.9652777777777777,1.1375,0.9123723754329319,0.8465550074452446,0.9774123894093764
RANDOM,1.1111111111111112,20,0.17034987338886812,0.13649552747138696,0.20722410097047445,2.5054256854256853,1.982127435064935,3.153465097402597,1.0541666666666667,0.9569444444444443,1.1444791666666665,0.9123723754329319,0.8506525751110425,0.9748094810639689
RANDOM,1.3333333333333333,20,0.17034987338886812,0.13680586228720953,0.20764504136852052,2.5054256854256853,1.9854688852813855,3.1529925144300144,1.0541666666666667,0.9638888888888889,1.1430902777777776,0.9123723754329319,0.8475749892250604,0.9793558905423995
RANDOM,1.5555555555555554,20,0.17034987338886812,0.13447829564328898,0.20663638732649112,2.5054256854256853,1.9774474206349208,3.128267586580086,1.0541666666666667,0.9680555555555553,1.1402777777777777,0.9123723754329319,0.8473385921883558,0.977522992007939
RANDOM,1.7777777777777777,20,0.17034987338886812,0.1363382651551649,0.2097224786342144,2.5054256854256853,1.9685147005772008,3.1606177849927852,1.0541666666666667,0.9638541666666666,1.1458333333333335,0.9123723754329319,0.8488239904971598,0.9784540024875023
RANDOM,2.0,20,0.17034987338886812,0.13717782903475415,0.20973604833332732,2.5054256854256853,1.9870665584415583,3.1780281385281386,1.0541666666666667,0.9666319444444442,1.1444791666666667,0.9123723754329319,0.847681568472791,0.9794712780071474
WEIGHTED_RANDOM,0.0,20,0.09612040288780972,0.07004213741982832,0.12290488880952397,1.6370296479835953,1.4356774998575985,1.8699743499373433,1.323611111111111,1.2486111111111111,1.4166666666666665,1.1040931918586945,1.0360698035606735,1.165080938467931
WEIGHTED_RANDOM,0.2222222222222222,20,0.09612040288780972,0.0706010472855467,0.12204652884904293,1.6370296479835953,1.4300596697710186,1.8666121019879238,1.323611111111111,1.2486111111111113,1.413923611111111,1.1040931918586945,1.0430026641835475,1.1700770664109992
WEIGHTED_RANDOM,0.4444444444444444,20,0.09612040288780972,0.07077039239439041,0.12469587417605763,1.6370296479835953,1.431727689251538,1.8644247942298926,1.323611111111111,1.2458333333333333,1.4097569444444442,1.1040931918586945,1.0428841281684993,1.1628864081159649
WEIGHTED_RANDOM,0.6666666666666666,20,0.09612040288780972,0.06928122147679153,0.12331308823282978,1.6370296479835953,1.4322967468386878,1.87094982128617,1.323611111111111,1.2458333333333333,1.4083333333333334,1.1040931918586945,1.0399921317119447,1.167529196707761
WEIGHTED_RANDOM,0.8888888888888888,20,0.09612040288780972,0.07070047683856716,0.12346249934539098,1.6370296479835953,1.4281620101389836,1.8855866121269078,1.323611111111111,1.2499999999999998,1.4083333333333332,1.1040931918586945,1.044251565438375,1.1670262558839448
WEIGHTED_RANDOM,1.1111111111111112,20,0.09612040288780972,0.07055044562155027,0.12362531849039902,1.6370296479835953,1.4307469312485763,1.867982762303486,1.323611111111111,1.2458333333333331,1.411111111111111,1.1040931918586945,1.0425601404980478,1.1644045366244653
WEIGHTED_RANDOM,1.3333333333333333,20,0.09612040288780972,0.06973457301050141,0.12344120544198543,1.6370296479835953,1.4265719340966054,1.8777521858623836,1.323611111111111,1.2472222222222222,1.4138888888888885,1.1040931918586945,1.042357227565352,1.165848154900932
WEIGHTED_RANDOM,1.5555555555555554,20,0.09612040288780972,0.06963872729672911,0.12346394730042234,1.6370296479835953,1.4393424968671682,1.8555611578662565,1.323611111111111,1.2444444444444445,1.411145833333333,1.1040931918586945,1.039740951411465,1.1636839358560542
WEIGHTED_RANDOM,1.7777777777777777,20,0.09612040288780972,0.06996953384260288,0.12287504839415378,1.6370296479835953,1.429933811802233,1.8655480248917746,1.323611111111111,1.2513541666666665,1.4083333333333332,1.1040931918586945,1.043521829088119,1.1676767369964083
WEIGHTED_RANDOM,2.0,20,0.09612040288780972,0.07122928683584781,0.12389627751362796,1.6370296479835953,1.4296775888585098,1.8646301727329688,1.323611111111111,1.2472222222222222,1.4083333333333332,1.1040931918586945,1.0426580247071333,1.164847191454036
