seed,method,lambda,node_id,capacity_dual
2,LP,0.2222222222222222,24,0.0
2,LP,0.2222222222222222,25,0.0
2,LP,0.2222222222222222,26,0.0
2,LP,0.2222222222222222,27,0.0
2,LP,0.2222222222222222,28,0.0
2,LP,0.2222222222222222,29,0.0
2,LP,0.2222222222222222,30,0.0
2,LP,0.2222222222222222,31,0.0
2,LP,0.2222222222222222,32,0.0
2,LP,0.2222222222222222,33,0.0
2,LP,0.2222222222222222,34,0.0
2,LP,0.2222222222222222,35,0.0
2,LP,0.2222222222222222,36,0.0
2,LP,0.2222222222222222,37,0.0
2,LP,0.2222222222222222,38,0.0
2,LP,0.2222222222222222,39,0.0
2,LP,0.2222222222222222,40,0.0
2,LP,0.2222222222222222,41,0.0
2,LP,0.2222222222222222,42,0.0
2,LP,0.2222222222222222,43,0.0
2,LP,0.2222222222222222,44,0.0
2,LP,0.2222222222222222,45,0.0
2,LP,0.2222222222222222,46,0.0
2,LP,0.2222222222222222,47,0.0
2,LP,0.2222222222222222,48,0.0
2,LP,0.2222222222222222,49,0.0
2,LP,0.2222222222222222,50,0.0
2,LP,0.2222222222222222,51,0.0
2,LP,0.2222222222222222,52,0.0
2,LP,0.2222222222222222,53,0.0
2,LP,0.4444444444444444,0,0.0
2,LP,0.4444444444444444,1,0.0
2,LP,0.4444444444444444,2,0.0
2,LP,0.4444444444444444,3,0.0
2,LP,0.4444444444444444,4,0.0
2,LP,0.4444444444444444,5,0.0003136009115230154
2,LP,0.4444444444444444,6,0.0
2,LP,0.4444444444444444,7,0.0
2,LP,0.4444444444444444,8,0.0044937322243111975
2,LP,0.4444444444444444,9,0.0
2,LP,0.4444444444444444,10,0.0003202981058490371
2,LP,0.4444444444444444,11,0.0
2,LP,0.4444444444444444,12,0.0
2,LP,0.4444444444444444,13,0.0
2,LP,0.4444444444444444,14,0.0
2,LP,0.4444444444444444,15,0.0
2,LP,0.4444444444444444,16,0.0
2,LP,0.4444444444444444,17,0.0
2,LP,0.4444444444444444,18,0.0007791983841922253
2,LP,0.4444444444444444,19,0.0
2,LP,0.4444444444444444,20,0.00026307436605649254
2,LP,0.4444444444444444,21,0.0
2,LP,0.4444444444444444,22,0.0
2,LP,0.4444444444444444,23,0.0
2,LP,0.4444444444444444,24,0.0
2,LP,0.4444444444444444,25,0.0
2,LP,0.4444444444444444,26,0.0
2,LP,0.4444444444444444,27,0.0
2,LP,0.4444444444444444,28,0.0
2,LP,0.4444444444444444,29,0.0
2,LP,0.4444444444444444,30,0.0
2,LP,0.4444444444444444,31,0.0
2,LP,0.4444444444444444,32,0.0
2,LP,0.4444444444444444,33,0.0
2,LP,0.4444444444444444,34,0.0
2,LP,0.4444444444444444,35,0.0
2,LP,0.4444444444444444,36,0.0
2,LP,0.4444444444444444,37,0.0
2,LP,0.4444444444444444,38,0.0
2,LP,0.4444444444444444,39,0.0
2,LP,0.4444444444444444,40,0.0
2,LP,0.4444444444444444,41,0.0
2,LP,0.4444444444444444,42,0.0
2,LP,0.4444444444444444,43,0.0
2,LP,0.4444444444444444,44,0.0
2,LP,0.4444444444444444,45,0.0
2,LP,0.4444444444444444,46,0.0
2,LP,0.4444444444444444,47,0.0
2,LP,0.4444444444444444,48,0.0
