lineup_id,lineup,game_in_lineup,global_game_id,seed,input_slot,turn_order,color,agent,is_winner,rank,final_vp,public_vp,roads_built,settlements_built,cities_built,longest_road_length,has_longest_road,has_largest_army,knights_played,wood_in_hand,brick_in_hand,sheep_in_hand,wheat_in_hand,ore_in_hand,total_resources_in_hand,decide_calls,total_decide_s,avg_decide_ms,num_turns,game_duration_s,vp_std_game,vp_min_game,vp_range_game,vp_gini_game,vp_minus_table_mean,prod_gini_final,prod_max_min_ratio,turns_until_equalized
0,"R,R,R",0,1,1,0,0,RED,R,0,2,5,3,13,3,0,8,0,0,3,0,0,3,0,0,3,405,9.8e-05,0.000241,446,0.016919,2.94392,3,7,0.259259,-1.0,0.083333,1.466667,-1
0,"R,R,R",0,1,1,2,1,ORANGE,R,1,1,10,8,11,2,1,8,1,1,4,0,2,0,0,1,3,434,0.000104,0.00024,446,0.016919,2.94392,3,7,0.259259,4.0,0.083333,1.466667,-1
0,"R,R,R",0,1,1,1,2,BLUE,R,0,3,3,3,15,3,0,6,0,0,4,2,0,0,1,2,5,379,9.1e-05,0.000241,446,0.016919,2.94392,3,7,0.259259,-3.0,0.083333,1.466667,-1
0,"R,R,R",1,2,2,0,0,RED,R,1,1,10,8,15,2,2,8,0,1,7,0,0,0,0,0,0,373,9.1e-05,0.000244,385,0.015504,2.494438,4,6,0.2,3.333333,0.275556,3.214286,-1
0,"R,R,R",1,2,2,2,1,ORANGE,R,0,3,4,3,11,3,0,7,0,0,5,1,1,4,3,0,9,334,8e-05,0.000238,385,0.015504,2.494438,4,6,0.2,-2.666667,0.275556,3.214286,-1
0,"R,R,R",1,2,2,1,2,BLUE,R,0,2,6,4,12,2,0,10,1,0,2,0,3,5,0,0,8,337,7.8e-05,0.000231,385,0.015504,2.494438,4,6,0.2,-0.666667,0.275556,3.214286,-1
0,"R,R,R",2,3,3,0,0,RED,R,1,1,11,7,8,1,1,6,1,1,9,0,0,0,1,1,2,263,6.3e-05,0.000238,271,0.010309,3.399346,3,8,0.280702,4.666667,0.191919,2.357143,-1
0,"R,R,R",2,3,3,2,1,ORANGE,R,0,3,3,2,9,2,0,4,0,0,1,2,0,3,1,0,6,231,5.3e-05,0.00023,271,0.010309,3.399346,3,8,0.280702,-3.333333,0.191919,2.357143,-1
0,"R,R,R",2,3,3,1,2,BLUE,R,0,2,5,5,15,5,0,5,0,0,1,2,1,0,1,0,4,245,5.9e-05,0.00024,271,0.010309,3.399346,3,8,0.280702,-1.333333,0.191919,2.357143,-1
0,"R,R,R",3,4,4,0,0,RED,R,0,2,4,3,10,3,0,5,0,0,1,0,1,0,0,1,2,255,5.8e-05,0.000229,299,0.009473,2.828427,4,6,0.222222,-2.0,0.054422,1.285714,-1
0,"R,R,R",3,4,4,1,1,BLUE,R,1,1,10,6,8,2,0,5,1,1,11,1,0,2,0,2,5,294,6.5e-05,0.000221,299,0.009473,2.828427,4,6,0.222222,4.0,0.054422,1.285714,-1
0,"R,R,R",3,4,4,2,2,ORANGE,R,0,2,4,4,8,0,2,4,0,0,2,0,2,0,5,1,8,258,5.8e-05,0.000224,299,0.009473,2.828427,4,6,0.222222,-2.0,0.054422,1.285714,-1
0,"R,R,R",4,5,5,2,0,ORANGE,R,0,3,2,2,7,2,0,5,0,0,1,0,3,0,0,1,4,294,7e-05,0.000238,381,0.013635,3.299832,2,8,0.280702,-4.333333,0.464135,56.0,-1
0,"R,R,R",4,5,5,1,1,BLUE,R,0,2,7,4,15,2,0,7,1,0,4,2,3,2,0,3,10,348,7.8e-05,0.000224,381,0.013635,3.299832,2,8,0.280702,0.666667,0.464135,56.0,-1
0,"R,R,R",4,5,5,0,2,RED,R,1,1,10,9,15,1,3,6,0,1,8,0,0,0,0,0,0,397,8.8e-05,0.000221,381,0.013635,3.299832,2,8,0.280702,3.666667,0.464135,56.0,-1
0,"R,R,R",5,6,6,2,0,ORANGE,R,0,2,6,5,10,1,1,4,0,1,10,0,2,3,0,1,6,288,6.7e-05,0.000232,296,0.010194,2.494438,4,6,0.2,-0.666667,0.373016,7.714286,-1
0,"R,R,R",5,6,6,0,1,RED,R,1,1,10,9,15,3,2,6,1,0,3,1,1,1,0,2,5,278,6.2e-05,0.000223,296,0.010194,2.494438,4,6,0.2,3.333333,0.373016,7.714286,-1
0,"R,R,R",5,6,6,1,2,BLUE,R,0,3,4,2,6,2,0,3,0,0,0,1,0,0,1,0,2,236,5.2e-05,0.000221,296,0.010194,2.494438,4,6,0.2,-2.666667,0.373016,7.714286,-1
0,"R,R,R",6,7,7,1,0,BLUE,R,1,1,10,9,15,3,2,11,1,0,3,3,0,1,1,1,6,272,6e-05,0.00022,211,0.010273,3.091206,3,7,0.27451,4.333333,0.407843,7.5,-1
0,"R,R,R",6,7,7,0,1,RED,R,0,3,3,3,5,1,1,2,0,0,3,3,0,0,1,0,4,178,4e-05,0.000222,211,0.010273,3.091206,3,7,0.27451,-2.666667,0.407843,7.5,-1
0,"R,R,R",6,7,7,2,2,ORANGE,R,0,2,4,4,9,2,0,5,0,1,3,1,0,1,0,0,2,199,4.6e-05,0.00023,211,0.010273,3.091206,3,7,0.27451,-1.666667,0.407843,7.5,-1
0,"R,R,R",7,8,8,0,0,RED,R,1,1,10,8,15,4,0,10,1,1,8,0,1,0,1,2,4,275,6.7e-05,0.000245,292,0.012993,3.299832,2,8,0.280702,3.666667,0.27193,7.2,-1
0,"R,R,R",7,8,8,1,1,BLUE,R,0,2,7,5,15,5,0,8,0,0,3,0,2,2,3,0,7,315,7.9e-05,0.000252,292,0.012993,3.299832,2,8,0.280702,0.666667,0.27193,7.2,-1
0,"R,R,R",7,8,8,2,2,ORANGE,R,0,3,2,2,6,2,0,4,0,0,2,0,0,0,2,0,2,238,5.8e-05,0.000242,292,0.012993,3.299832,2,8,0.280702,-4.333333,0.27193,7.2,-1
0,"R,R,R",8,9,9,1,0,BLUE,R,0,3,2,2,6,2,0,4,0,0,2,1,0,0,0,0,1,173,3.9e-05,0.000223,212,0.007874,3.265986,2,8,0.296296,-4.0,0.275862,4.428571,-1
0,"R,R,R",8,9,9,2,1,ORANGE,R,1,1,10,8,15,4,0,7,1,1,7,1,0,0,2,2,5,206,4.7e-05,0.000227,212,0.007874,3.265986,2,8,0.296296,4.0,0.275862,4.428571,-1
0,"R,R,R",8,9,9,0,2,RED,R,0,2,6,3,9,1,1,5,0,0,5,0,4,2,0,4,10,201,4.4e-05,0.000221,212,0.007874,3.265986,2,8,0.296296,0.0,0.275862,4.428571,-1
0,"R,R,R",9,10,10,2,0,ORANGE,R,0,2,7,5,10,1,2,5,0,0,5,0,0,1,0,2,3,372,8.6e-05,0.00023,441,0.018332,1.414214,7,3,0.083333,-1.0,0.051282,1.259259,-1
0,"R,R,R",9,10,10,0,1,RED,R,0,2,7,7,15,5,0,9,1,0,3,2,3,1,0,0,6,456,0.000104,0.000228,441,0.018332,1.414214,7,3,0.083333,-1.0,0.051282,1.259259,-1
0,"R,R,R",9,10,10,1,2,BLUE,R,1,1,10,7,15,5,0,9,0,1,6,0,0,1,0,1,2,418,9.7e-05,0.000231,441,0.018332,1.414214,7,3,0.083333,2.0,0.051282,1.259259,-1
0,"R,R,R",10,11,11,1,0,BLUE,R,0,2,2,2,3,2,0,2,0,0,1,0,1,2,1,0,4,134,3.2e-05,0.000239,168,0.008765,3.771236,2,8,0.380952,-2.666667,0.429224,8.833333,-1
0,"R,R,R",10,11,11,2,1,ORANGE,R,0,2,2,2,15,2,0,7,0,0,0,0,0,1,0,2,3,152,3.5e-05,0.000229,168,0.008765,3.771236,2,8,0.380952,-2.666667,0.429224,8.833333,-1
0,"R,R,R",10,11,11,0,2,RED,R,1,1,10,9,15,5,1,12,1,0,2,0,0,0,2,0,2,175,4.1e-05,0.000235,168,0.008765,3.771236,2,8,0.380952,5.333333,0.429224,8.833333,-1
0,"R,R,R",11,12,12,1,0,BLUE,R,0,2,4,2,4,2,0,2,0,0,1,0,0,3,3,0,6,176,3.9e-05,0.000223,215,0.007661,3.091206,3,7,0.27451,-1.666667,0.31746,4.0,-1
0,"R,R,R",11,12,12,2,1,ORANGE,R,1,1,10,9,15,3,1,10,1,1,3,0,1,0,1,1,3,218,4.8e-05,0.000219,215,0.007661,3.091206,3,7,0.27451,4.333333,0.31746,4.0,-1
0,"R,R,R",11,12,12,0,2,RED,R,0,3,3,2,4,2,0,2,0,0,2,0,0,1,0,1,2,186,4e-05,0.000216,215,0.007661,3.091206,3,7,0.27451,-2.666667,0.31746,4.0,-1
0,"R,R,R",12,13,13,1,0,BLUE,R,0,3,2,2,6,2,0,2,0,0,2,0,0,2,0,3,5,200,4.8e-05,0.000238,230,0.012187,3.741657,2,9,0.285714,-5.0,0.336088,5.357143,-1
0,"R,R,R",12,13,13,2,1,ORANGE,R,1,1,11,11,15,5,2,9,0,1,3,2,1,0,1,0,4,242,5.9e-05,0.000244,230,0.012187,3.741657,2,9,0.285714,4.0,0.336088,5.357143,-1
0,"R,R,R",12,13,13,0,2,RED,R,0,2,8,6,15,2,1,11,1,0,1,1,0,1,3,0,5,227,5.4e-05,0.000237,230,0.012187,3.741657,2,9,0.285714,1.0,0.336088,5.357143,-1
0,"R,R,R",13,14,14,0,0,RED,R,1,1,10,7,15,5,0,6,0,1,5,4,0,1,0,0,5,395,8.9e-05,0.000224,394,0.014242,3.299832,2,8,0.313725,4.333333,0.28,4.5,-1
0,"R,R,R",13,14,14,2,1,ORANGE,R,0,2,5,5,15,3,0,9,1,0,3,2,0,0,3,1,6,357,8e-05,0.000224,394,0.014242,3.299832,2,8,0.313725,-0.666667,0.28,4.5,-1
0,"R,R,R",13,14,14,1,2,BLUE,R,0,3,2,2,9,2,0,5,0,0,2,0,0,2,0,1,3,311,7.8e-05,0.000251,394,0.014242,3.299832,2,8,0.313725,-3.666667,0.28,4.5,-1
0,"R,R,R",14,15,15,0,0,RED,R,0,2,8,5,9,1,1,5,0,1,9,0,1,1,1,1,4,343,7.8e-05,0.000229,356,0.012326,3.399346,2,8,0.266667,1.333333,0.410774,8.625,-1
0,"R,R,R",14,15,15,2,1,ORANGE,R,1,1,10,9,15,3,2,7,1,0,1,0,0,2,1,0,3,343,9.4e-05,0.000274,356,0.012326,3.399346,2,8,0.266667,3.333333,0.410774,8.625,-1
0,"R,R,R",14,15,15,1,2,BLUE,R,0,3,2,2,8,2,0,4,0,0,1,0,3,0,2,0,5,293,6.6e-05,0.000226,356,0.012326,3.399346,2,8,0.266667,-4.666667,0.410774,8.625,-1
0,"R,R,R",15,16,16,1,0,BLUE,R,0,3,2,2,15,2,0,7,0,0,1,0,0,0,1,3,4,289,6.5e-05,0.000224,357,0.013243,3.399346,2,8,0.266667,-4.666667,0.19883,3.125,-1
0,"R,R,R",15,16,16,2,1,ORANGE,R,0,2,8,4,14,0,2,6,0,0,6,1,0,0,2,2,5,347,7.7e-05,0.000223,357,0.013243,3.399346,2,8,0.266667,1.333333,0.19883,3.125,-1
0,"R,R,R",15,16,16,0,2,RED,R,1,1,10,9,12,1,2,7,1,1,6,0,1,0,1,2,4,333,7.4e-05,0.000223,357,0.013243,3.399346,2,8,0.266667,3.333333,0.19883,3.125,-1
0,"R,R,R",16,17,17,2,0,ORANGE,R,0,3,2,2,7,2,0,6,0,0,3,1,0,4,0,2,7,250,5.7e-05,0.000228,296,0.010669,3.399346,2,8,0.333333,-3.333333,0.219178,3.0,-1
0,"R,R,R",16,17,17,1,1,BLUE,R,1,1,10,10,15,2,2,7,1,1,5,1,0,0,1,3,5,308,7.2e-05,0.000233,296,0.010669,3.399346,2,8,0.333333,4.666667,0.219178,3.0,-1
0,"R,R,R",16,17,17,0,2,RED,R,0,2,4,3,9,3,0,6,0,0,1,3,0,1,3,0,7,249,5.6e-05,0.000225,296,0.010669,3.399346,2,8,0.333333,-1.333333,0.219178,3.0,-1
0,"R,R,R",17,18,18,0,0,RED,R,0,2,9,6,12,0,2,6,0,1,9,0,0,1,2,1,4,577,0.000133,0.00023,608,0.022498,0.816497,8,2,0.049383,0.0,0.146789,2.0,-1
0,"R,R,R",17,18,18,2,1,ORANGE,R,1,1,10,9,15,5,2,5,0,0,0,2,1,2,0,2,7,534,0.000118,0.000221,608,0.022498,0.816497,8,2,0.049383,1.0,0.146789,2.0,-1
0,"R,R,R",17,18,18,1,2,BLUE,R,0,3,8,7,15,5,0,10,1,0,5,2,2,2,2,2,10,628,0.000143,0.000227,608,0.022498,0.816497,8,2,0.049383,-1.0,0.146789,2.0,-1
0,"R,R,R",18,19,19,2,0,ORANGE,R,1,1,10,9,15,3,1,11,1,1,5,0,1,2,0,0,3,297,7e-05,0.000236,322,0.01499,2.160247,5,5,0.15873,3.0,0.08805,1.482759,-1
0,"R,R,R",18,19,19,0,1,RED,R,0,2,6,5,15,5,0,8,0,0,4,2,0,0,0,2,4,314,7.3e-05,0.000232,322,0.01499,2.160247,5,5,0.15873,-1.0,0.08805,1.482759,-1
0,"R,R,R",18,19,19,1,2,BLUE,R,0,3,5,5,15,5,0,6,0,0,1,1,1,1,1,0,4,292,6.7e-05,0.00023,322,0.01499,2.160247,5,5,0.15873,-2.0,0.08805,1.482759,-1
0,"R,R,R",19,20,20,2,0,ORANGE,R,0,2,3,3,13,3,0,6,0,0,1,0,2,2,0,0,4,271,6.3e-05,0.000232,294,0.010963,3.559026,2,8,0.355556,-2.0,0.366667,7.6,-1
0,"R,R,R",19,20,20,0,1,RED,R,0,3,2,2,7,2,0,3,0,0,2,1,0,0,1,1,3,239,5.2e-05,0.000219,294,0.010963,3.559026,2,8,0.355556,-3.0,0.366667,7.6,-1
0,"R,R,R",19,20,20,1,2,BLUE,R,1,1,10,9,15,1,2,9,1,1,4,0,1,1,0,0,2,291,6.5e-05,0.000225,294,0.010963,3.559026,2,8,0.355556,5.0,0.366667,7.6,-1
0,"R,R,R",20,21,21,0,0,RED,R,1,1,10,8,15,4,1,6,1,0,2,0,2,0,0,0,2,204,4.7e-05,0.000229,202,0.010393,2.494438,4,6,0.2,3.333333,0.065476,1.366667,-1
0,"R,R,R",20,21,21,1,1,BLUE,R,0,3,4,4,15,0,2,5,0,0,2,0,3,1,0,2,6,188,4.6e-05,0.000245,202,0.010393,2.494438,4,6,0.2,-2.666667,0.065476,1.366667,-1
0,"R,R,R",20,21,21,2,2,ORANGE,R,0,2,6,5,15,5,0,6,0,0,1,1,3,0,0,0,4,196,4.9e-05,0.000249,202,0.010393,2.494438,4,6,0.2,-0.666667,0.065476,1.366667,-1
0,"R,R,R",21,22,22,0,0,RED,R,1,1,10,8,10,0,3,5,0,1,5,1,0,0,0,0,1,286,6.5e-05,0.000228,259,0.009603,2.867442,3,7,0.233333,3.333333,0.297101,4.153846,-1
0,"R,R,R",21,22,22,2,1,ORANGE,R,0,2,7,5,10,1,1,6,1,0,4,1,0,2,1,3,7,248,5.6e-05,0.000225,259,0.009603,2.867442,3,7,0.233333,0.333333,0.297101,4.153846,-1
0,"R,R,R",21,22,22,1,2,BLUE,R,0,3,3,3,3,1,1,2,0,0,1,0,1,0,0,0,1,201,4.5e-05,0.000226,259,0.009603,2.867442,3,7,0.233333,-3.666667,0.297101,4.153846,-1
0,"R,R,R",22,23,23,1,0,BLUE,R,1,1,10,7,7,1,2,4,0,1,5,0,3,2,0,1,6,189,4.5e-05,0.000236,166,0.00603,3.265986,2,8,0.296296,4.0,0.270042,3.133333,-1
0,"R,R,R",22,23,23,0,1,RED,R,0,2,6,5,8,1,1,5,1,0,4,0,1,0,1,1,3,152,3.6e-05,0.000234,166,0.00603,3.265986,2,8,0.296296,0.0,0.270042,3.133333,-1
0,"R,R,R",22,23,23,2,2,ORANGE,R,0,3,2,2,4,2,0,2,0,0,2,0,1,0,1,3,5,146,3.3e-05,0.000223,166,0.00603,3.265986,2,8,0.296296,-4.0,0.270042,3.133333,-1
0,"R,R,R",23,24,24,2,0,ORANGE,R,1,1,11,9,15,3,1,7,1,1,3,0,4,3,0,0,7,216,5.3e-05,0.000243,208,0.008297,3.858612,2,9,0.352941,5.333333,0.264368,3.555556,-1
0,"R,R,R",23,24,24,1,1,BLUE,R,0,2,4,3,9,3,0,6,0,0,1,1,0,0,1,0,2,189,4.4e-05,0.000232,208,0.008297,3.858612,2,9,0.352941,-1.666667,0.264368,3.555556,-1
0,"R,R,R",23,24,24,0,2,RED,R,0,3,2,2,6,2,0,3,0,0,1,0,2,2,1,0,5,179,4e-05,0.000226,208,0.008297,3.858612,2,9,0.352941,-3.666667,0.264368,3.555556,-1
0,"R,R,R",24,25,25,1,0,BLUE,R,0,2,2,2,2,2,0,1,0,0,0,0,0,0,1,3,4,107,2.5e-05,0.000233,140,0.005974,3.771236,2,8,0.380952,-2.666667,0.34188,6.0,-1
0,"R,R,R",24,25,25,0,1,RED,R,1,1,10,7,15,3,1,6,1,0,0,1,1,1,0,1,4,147,3.5e-05,0.00024,140,0.005974,3.771236,2,8,0.380952,5.333333,0.34188,6.0,-1
0,"R,R,R",24,25,25,2,2,ORANGE,R,0,2,2,2,8,2,0,5,0,0,1,0,1,2,1,1,5,138,3.3e-05,0.00024,140,0.005974,3.771236,2,8,0.380952,-2.666667,0.34188,6.0,-1
0,"R,R,R",25,26,26,2,0,ORANGE,R,0,3,2,2,6,2,0,3,0,0,1,3,0,0,1,0,4,190,4.6e-05,0.000243,228,0.008934,3.399346,2,8,0.333333,-3.333333,0.241546,3.5,-1
0,"R,R,R",25,26,26,0,1,RED,R,0,2,4,4,6,0,2,6,0,0,1,0,3,3,0,1,7,199,4.5e-05,0.000227,228,0.008934,3.399346,2,8,0.333333,-1.333333,0.241546,3.5,-1
0,"R,R,R",25,26,26,1,2,BLUE,R,1,1,10,8,14,4,0,10,1,1,3,1,0,0,1,0,2,234,5.6e-05,0.000239,228,0.008934,3.399346,2,8,0.333333,4.666667,0.241546,3.5,-1
0,"R,R,R",26,27,27,2,0,ORANGE,R,0,3,2,2,8,2,0,5,0,0,1,2,0,0,1,0,3,267,6.5e-05,0.000243,323,0.012676,3.559026,2,8,0.355556,-3.0,0.413793,7.0,-1
0,"R,R,R",26,27,27,1,1,BLUE,R,1,1,10,10,15,2,2,7,1,1,3,2,2,2,0,1,7,285,7.1e-05,0.000248,323,0.012676,3.559026,2,8,0.355556,5.0,0.413793,7.0,-1
0,"R,R,R",26,27,27,0,2,RED,R,0,2,3,2,13,2,0,6,0,0,3,1,0,1,3,0,5,286,6.8e-05,0.000237,323,0.012676,3.559026,2,8,0.355556,-2.0,0.413793,7.0,-1
0,"R,R,R",27,28,28,0,0,RED,R,0,2,6,4,10,2,1,7,0,0,4,0,4,0,0,1,5,281,6.7e-05,0.000238,309,0.012512,3.681787,2,9,0.315789,-0.333333,0.128205,1.833333,-1
0,"R,R,R",27,28,28,2,1,ORANGE,R,0,3,2,2,12,2,0,7,0,0,5,0,0,2,0,1,3,286,6.8e-05,0.000238,309,0.012512,3.681787,2,9,0.315789,-4.333333,0.128205,1.833333,-1
0,"R,R,R",27,28,28,1,2,BLUE,R,1,1,11,8,15,2,1,8,1,1,5,1,0,1,0,2,4,303,7.1e-05,0.000234,309,0.012512,3.681787,2,9,0.315789,4.666667,0.128205,1.833333,-1
0,"R,R,R",28,29,29,2,0,ORANGE,R,0,3,3,3,13,1,1,6,0,0,1,4,0,0,1,3,8,185,4.2e-05,0.000228,210,0.010567,3.091206,3,7,0.27451,-2.666667,0.152778,2.157895,-1
0,"R,R,R",28,29,29,0,1,RED,R,0,2,4,4,10,2,1,5,0,0,1,2,1,0,3,1,7,190,4.4e-05,0.000234,210,0.010567,3.091206,3,7,0.27451,-1.666667,0.152778,2.157895,-1
0,"R,R,R",28,29,29,1,2,BLUE,R,1,1,10,9,15,1,2,10,1,1,5,0,1,1,1,0,3,224,5.2e-05,0.00023,210,0.010567,3.091206,3,7,0.27451,4.333333,0.152778,2.157895,-1
0,"R,R,R",29,30,30,2,0,ORANGE,R,0,2,4,2,8,2,0,4,0,0,3,0,1,2,0,1,4,305,6.8e-05,0.000223,330,0.015137,3.858612,2,9,0.352941,-1.666667,0.333333,4.285714,-1
0,"R,R,R",29,30,30,1,1,BLUE,R,0,3,2,2,6,2,0,3,0,0,3,0,1,0,1,0,2,271,6e-05,0.000221,330,0.015137,3.858612,2,9,0.352941,-3.666667,0.333333,4.285714,-1
0,"R,R,R",29,30,30,0,2,RED,R,1,1,11,8,12,0,2,5,1,1,8,2,0,2,0,0,4,321,7e-05,0.000217,330,0.015137,3.858612,2,9,0.352941,5.333333,0.333333,4.285714,-1
0,"R,R,R",30,31,31,0,0,RED,R,0,2,7,7,15,5,0,9,0,1,6,0,2,2,0,1,5,213,5e-05,0.000235,203,0.011166,3.299832,2,8,0.280702,0.666667,0.309524,5.727273,-1
0,"R,R,R",30,31,31,1,1,BLUE,R,1,1,10,9,15,3,2,10,1,0,2,0,1,0,0,0,1,208,4.8e-05,0.000229,203,0.011166,3.299832,2,8,0.280702,3.666667,0.309524,5.727273,-1
0,"R,R,R",30,31,31,2,2,ORANGE,R,0,3,2,2,9,2,0,5,0,0,1,0,0,4,0,1,5,178,4e-05,0.000225,203,0.011166,3.299832,2,8,0.280702,-4.333333,0.309524,5.727273,-1
0,"R,R,R",31,32,32,0,0,RED,R,1,1,10,5,15,3,0,6,0,1,6,1,0,1,0,1,3,230,5.3e-05,0.000232,241,0.010152,3.559026,2,8,0.253968,3.0,0.387755,7.333333,-1
0,"R,R,R",31,32,32,2,1,ORANGE,R,0,2,9,9,15,5,1,7,1,0,5,0,5,0,1,0,6,259,5.8e-05,0.000225,241,0.010152,3.559026,2,8,0.253968,2.0,0.387755,7.333333,-1
0,"R,R,R",31,32,32,1,2,BLUE,R,0,3,2,2,6,2,0,4,0,0,3,0,0,1,1,0,2,205,4.6e-05,0.000225,241,0.010152,3.559026,2,8,0.253968,-5.0,0.387755,7.333333,-1
0,"R,R,R",32,33,33,2,0,ORANGE,R,0,2,7,5,14,1,1,7,1,0,1,0,0,1,0,3,4,406,8.9e-05,0.000219,482,0.015791,1.699673,6,4,0.115942,-0.666667,0.352941,5.090909,-1
0,"R,R,R",32,33,33,0,1,RED,R,1,1,10,9,15,5,1,7,0,1,7,0,0,0,1,1,2,455,0.000104,0.000228,482,0.015791,1.699673,6,4,0.115942,2.333333,0.352941,5.090909,-1
0,"R,R,R",32,33,33,1,2,BLUE,R,0,3,6,4,5,0,2,3,0,0,6,2,0,6,0,1,9,430,9.5e-05,0.00022,482,0.015791,1.699673,6,4,0.115942,-1.666667,0.352941,5.090909,-1
0,"R,R,R",33,34,34,2,0,ORANGE,R,1,1,11,11,15,5,1,11,1,1,5,1,0,1,0,0,2,283,7.6e-05,0.00027,280,0.011047,4.027682,2,9,0.375,5.666667,0.390805,5.857143,-1
0,"R,R,R",33,34,34,1,1,BLUE,R,0,2,3,2,8,2,0,6,0,0,4,2,0,0,0,0,2,241,6.2e-05,0.000257,280,0.011047,4.027682,2,9,0.375,-2.333333,0.390805,5.857143,-1
0,"R,R,R",33,34,34,0,2,RED,R,0,3,2,2,5,2,0,3,0,0,1,0,2,1,0,1,4,220,5.7e-05,0.000259,280,0.011047,4.027682,2,9,0.375,-3.333333,0.390805,5.857143,-1
0,"R,R,R",34,35,35,2,0,ORANGE,R,0,2,4,4,7,0,2,5,0,0,1,1,0,2,0,0,3,108,2.8e-05,0.000257,96,0.006546,3.091206,3,7,0.27451,-1.666667,0.290598,5.636364,-1
0,"R,R,R",34,35,35,1,1,BLUE,R,0,3,3,2,4,2,0,3,0,0,0,1,0,1,3,0,5,76,2e-05,0.000257,96,0.006546,3.091206,3,7,0.27451,-2.666667,0.290598,5.636364,-1
0,"R,R,R",34,35,35,0,2,RED,R,1,1,10,9,15,5,1,9,1,0,2,1,2,1,0,0,4,112,2.9e-05,0.000256,96,0.006546,3.091206,3,7,0.27451,4.333333,0.290598,5.636364,-1
0,"R,R,R",35,36,36,1,0,BLUE,R,0,3,3,2,8,2,0,4,0,0,0,0,0,1,0,1,2,95,2.6e-05,0.000268,105,0.006119,3.091206,3,7,0.27451,-2.666667,0.416667,6.5,-1
0,"R,R,R",35,36,36,0,1,RED,R,0,2,4,2,3,2,0,2,0,0,1,1,0,0,0,1,2,92,2.4e-05,0.000261,105,0.006119,3.091206,3,7,0.27451,-1.666667,0.416667,6.5,-1
0,"R,R,R",35,36,36,2,2,ORANGE,R,1,1,10,10,15,2,3,8,1,0,0,3,0,2,0,2,7,113,3e-05,0.000268,105,0.006119,3.091206,3,7,0.27451,4.333333,0.416667,6.5,-1
0,"R,R,R",36,37,37,2,0,ORANGE,R,0,2,7,6,12,0,2,7,0,1,8,0,0,0,6,2,8,451,0.000107,0.000237,408,0.016684,2.054805,5,5,0.151515,-0.333333,0.224561,3.666667,-1
0,"R,R,R",36,37,37,0,1,RED,R,0,3,5,2,8,2,0,4,0,0,3,0,1,3,2,0,6,360,8.7e-05,0.000241,408,0.016684,2.054805,5,5,0.151515,-2.333333,0.224561,3.666667,-1
0,"R,R,R",36,37,37,1,2,BLUE,R,1,1,10,9,15,1,3,11,1,0,3,0,0,1,0,1,2,404,9.3e-05,0.000231,408,0.016684,2.054805,5,5,0.151515,2.666667,0.224561,3.666667,-1
0,"R,R,R",37,38,38,2,0,ORANGE,R,0,2,5,4,15,2,0,8,1,0,1,1,3,0,0,1,5,192,4.6e-05,0.000238,219,0.01052,2.94392,3,7,0.259259,-1.0,0.38835,5.615385,-1
0,"R,R,R",37,38,38,1,1,BLUE,R,0,3,3,3,10,1,1,6,0,0,2,0,0,1,2,3,6,196,4.6e-05,0.000232,219,0.01052,2.94392,3,7,0.259259,-3.0,0.38835,5.615385,-1
0,"R,R,R",37,38,38,0,2,RED,R,1,1,10,8,15,4,2,7,0,0,2,9,6,4,12,1,32,230,5.3e-05,0.000229,219,0.01052,2.94392,3,7,0.259259,4.0,0.38835,5.615385,-1
0,"R,R,R",38,39,39,0,0,RED,R,0,2,8,5,15,5,0,6,0,0,3,2,0,1,0,1,4,460,0.000103,0.000224,492,0.017546,2.494438,4,6,0.181818,0.666667,0.277056,3.909091,-1
0,"R,R,R",38,39,39,1,1,BLUE,R,0,3,4,2,14,2,0,5,0,0,4,0,1,0,0,3,4,429,9.4e-05,0.00022,492,0.017546,2.494438,4,6,0.181818,-3.333333,0.277056,3.909091,-1
0,"R,R,R",38,39,39,2,2,ORANGE,R,1,1,10,10,15,2,2,9,1,1,7,0,0,0,1,0,1,475,0.000106,0.000223,492,0.017546,2.494438,4,6,0.181818,2.666667,0.277056,3.909091,-1
0,"R,R,R",39,40,40,1,0,BLUE,R,1,1,10,9,15,5,1,9,0,1,3,1,1,0,3,1,6,223,5.3e-05,0.000238,223,0.00996,3.299832,2,8,0.313725,4.333333,0.391111,9.8,-1
0,"R,R,R",39,40,40,0,1,RED,R,0,2,5,5,15,1,1,9,1,0,1,4,1,0,2,1,8,197,4.6e-05,0.000234,223,0.00996,3.299832,2,8,0.313725,-0.666667,0.391111,9.8,-1
0,"R,R,R",39,40,40,2,2,ORANGE,R,0,3,2,2,5,2,0,3,0,0,1,0,1,0,0,0,1,169,3.7e-05,0.000218,223,0.00996,3.299832,2,8,0.313725,-3.666667,0.391111,9.8,-1
0,"R,R,R",40,41,41,1,0,BLUE,R,1,1,10,10,15,4,3,5,0,0,2,1,3,1,0,4,9,387,9.3e-05,0.000239,370,0.015847,2.054805,5,5,0.151515,2.666667,0.270042,3.133333,-1
0,"R,R,R",40,41,41,2,1,ORANGE,R,0,2,7,6,10,2,0,7,1,1,6,3,0,4,2,0,9,343,8.1e-05,0.000237,370,0.015847,2.054805,5,5,0.151515,-0.333333,0.270042,3.133333,-1
